"Country/Region/World","ISO","Sex","Year","Mean systolic blood pressure (mmHg)","Mean systolic blood pressure lower 95% uncertainty interval (mmHg)","Mean systolic blood pressure upper 95% uncertainty interval (mmHg)","Mean diastolic blood pressure (mmHg)","Mean diastolic blood pressure lower 95% uncertainty interval (mmHg)","Mean diastolic blood pressure upper 95% uncertainty interval (mmHg)","Prevalence of raised blood pressure","Prevalence of raised blood pressure lower 95% uncertainty interval","Prevalence of raised blood pressure upper 95% uncertainty interval"
"High-income Asia Pacific",NA,"Men",2000,126.421791470248,125.221681710719,127.625530721594,78.253576968045,77.4420628075787,79.0492353856189,0.256960149794113,0.228139704275809,0.285939150827135
"High-income Asia Pacific",NA,"Men",2001,126.208744335425,125.020063105658,127.397542363969,78.1948760084409,77.414588934327,78.9822903881096,0.253240097376994,0.225143505530545,0.282118764646983
"High-income Asia Pacific",NA,"Men",2002,126.008241512483,124.843763283219,127.169190061776,78.1485849378502,77.3898210876243,78.9086912028088,0.249708946323036,0.221896233079167,0.278111384492982
"High-income Asia Pacific",NA,"Men",2003,125.822522203015,124.67265767817,126.985892692924,78.1160207508929,77.3631971773578,78.8739843469186,0.246351387177141,0.218849701600712,0.274409223699423
"High-income Asia Pacific",NA,"Men",2004,125.639493278524,124.501964226116,126.785553955666,78.0902475288346,77.3488256658363,78.8518956131326,0.242980293216884,0.215324307373652,0.271642163932702
"High-income Asia Pacific",NA,"Men",2005,125.455027815958,124.288697088761,126.600322375806,78.0652586374008,77.3418982203097,78.8219606558632,0.239506986838854,0.212053346202214,0.268285709523401
"High-income Asia Pacific",NA,"Men",2006,125.261242782881,124.091933584817,126.395567035088,78.0354350181383,77.3000728147258,78.7855062862851,0.235864626871378,0.20798191098862,0.264872507453115
"High-income Asia Pacific",NA,"Men",2007,125.061417912108,123.859161418918,126.206675544033,78.0001402344899,77.2559839475503,78.7690131806196,0.232081823438477,0.203718215552299,0.261815294549657
"High-income Asia Pacific",NA,"Men",2008,124.852303817067,123.609539875045,126.038173450971,77.9578790321602,77.1823577704562,78.7408104138355,0.228140414877264,0.198986969849703,0.258855497026732
"High-income Asia Pacific",NA,"Men",2009,124.635030712045,123.314490435284,125.889067143751,77.9098195515017,77.1012123320066,78.7255963329252,0.224082414123011,0.193771330954148,0.257029986436103
"High-income Asia Pacific",NA,"Men",2010,124.407773105487,123.004766686161,125.760387951298,77.8556670554554,77.0009350392242,78.7147357482837,0.219960764300863,0.188139722377584,0.254727620068512
"High-income Asia Pacific",NA,"Men",2011,124.174662747741,122.647633204826,125.671715994227,77.7955326461316,76.8329551257119,78.7328974315638,0.215853500399531,0.182559268187122,0.25288237135951
"High-income Asia Pacific",NA,"Men",2012,123.938203168646,122.220283360714,125.611616851494,77.7309881918467,76.6416638001405,78.7843591589551,0.211743672989499,0.175836550143683,0.251657034703476
"High-income Asia Pacific",NA,"Men",2013,123.696271383143,121.788999959631,125.623115867521,77.6603690776557,76.4328672961224,78.8712766143739,0.207647018076766,0.169019065252504,0.250193989614819
"High-income Asia Pacific",NA,"Men",2014,123.449478781618,121.297837907193,125.609825417003,77.5858337056185,76.1878185774874,78.9799753979254,0.203584116850024,0.162295427909044,0.249857980518191
"High-income Asia Pacific",NA,"Men",2015,123.197039724983,120.759033173258,125.691789750228,77.5068431643594,75.9388590489636,79.0959108337323,0.199588059390102,0.155805841451158,0.25064501854134
"High-income Western countries",NA,"Men",1975,132.317521974392,129.909379013933,134.794194360457,81.3683528524533,79.7085943761264,83.0790250200452,0.374356700875215,0.310777449712417,0.44013792947353
"High-income Western countries",NA,"Men",1976,132.154291944998,129.978250778379,134.430092510524,81.1742491273531,79.6554479473058,82.7453605937185,0.370638105874328,0.311688899314449,0.431962005525011
"High-income Western countries",NA,"Men",1977,131.984850840361,129.999138208476,134.050575198663,80.9768107687379,79.5910133713294,82.385475284134,0.366855063848422,0.312102210023944,0.424498930458274
"High-income Western countries",NA,"Men",1978,131.811088060088,129.975972722773,133.705465852468,80.7791806298559,79.5114084342184,82.0515580610954,0.363011683152224,0.311607903533473,0.417180571914921
"High-income Western countries",NA,"Men",1979,131.631682982566,129.950264910372,133.357935126342,80.5817611779962,79.4229706845952,81.7590864724397,0.359095025400242,0.310663656315444,0.409883783375108
"High-income Western countries",NA,"Men",1980,131.449259286155,129.90704826739,133.051132276757,80.3864051615514,79.3200880367924,81.4611399966773,0.35514231547908,0.309275110746998,0.403021401643188
"High-income Western countries",NA,"Men",1981,131.261028115112,129.813217008202,132.755287820335,80.1946142791281,79.2166922750865,81.1927388456779,0.351145533252658,0.3078860575815,0.395883922998428
"High-income Western countries",NA,"Men",1982,131.065682079934,129.710398630696,132.451614016709,80.0039735102429,79.0702669044919,80.9382382909249,0.346999394226301,0.306215548599032,0.38886918373385
"High-income Western countries",NA,"Men",1983,130.864863492858,129.561126595231,132.177257414817,79.8175610012675,78.9422185592656,80.6941569224073,0.342804066064962,0.304337383454569,0.38226942550751
"High-income Western countries",NA,"Men",1984,130.656276906293,129.40424644472,131.898639373059,79.6339023097701,78.7910732007183,80.4586773208051,0.338512078237383,0.301952820437628,0.375842555473316
"High-income Western countries",NA,"Men",1985,130.44588893915,129.237356584285,131.63681770974,79.4571773561475,78.6641977333226,80.239945701954,0.334218410184591,0.299431169880977,0.37008416087345
"High-income Western countries",NA,"Men",1986,130.238610697199,129.073970078392,131.378043844062,79.2886862408314,78.5138410605909,80.0398954858038,0.32990586196918,0.296671001798523,0.364047677647857
"High-income Western countries",NA,"Men",1987,130.035615550682,128.912189985504,131.132232364372,79.1264533498549,78.3816841070462,79.8483747911299,0.325548286472852,0.293582707920414,0.357681385608768
"High-income Western countries",NA,"Men",1988,129.832843036237,128.759049019031,130.912306469111,78.9678930711158,78.2568030630161,79.6658537070096,0.321107870644811,0.290745718775702,0.351998834747982
"High-income Western countries",NA,"Men",1989,129.632363195556,128.581259984457,130.666008848158,78.8123837447751,78.1177519546926,79.4914527901347,0.316591794683893,0.287777552903357,0.346253769594361
"High-income Western countries",NA,"Men",1990,129.429062836665,128.407034297736,130.429644410593,78.6559555518959,77.9732508656897,79.3186964811509,0.31198077393582,0.283953875150775,0.340458222256207
"High-income Western countries",NA,"Men",1991,129.227565590728,128.233914896486,130.20690047569,78.5014570286216,77.8365522117927,79.1414960203463,0.307348742544543,0.280199792436832,0.334407177424949
"High-income Western countries",NA,"Men",1992,129.029016257019,128.066487593352,129.976445111538,78.3495132684448,77.7074780139957,78.9716036665246,0.302695854761548,0.276396358704989,0.32937322405024
"High-income Western countries",NA,"Men",1993,128.825965757722,127.896035835523,129.740865811234,78.1984496733476,77.5781350834222,78.80953182321,0.297939764554459,0.272346852817829,0.32370895372182
"High-income Western countries",NA,"Men",1994,128.618611616206,127.719581311272,129.521911264518,78.046883158373,77.4419415959403,78.6458852006433,0.293086204076094,0.268494223706517,0.317704258045197
"High-income Western countries",NA,"Men",1995,128.408895273717,127.522893155198,129.298029824041,77.895878414137,77.3046912621167,78.4847749936219,0.288177556630965,0.264492729747868,0.311925124899098
"High-income Western countries",NA,"Men",1996,128.199360348218,127.309981430771,129.084928359028,77.7467603538314,77.1724015198665,78.3186846290446,0.283234851235671,0.260298801142371,0.30651385121429
"High-income Western countries",NA,"Men",1997,127.993675061268,127.127303957087,128.870524107087,77.5965076438852,77.0349288374256,78.1671757118991,0.278287956451244,0.255940149527398,0.300851107082974
"High-income Western countries",NA,"Men",1998,127.79691762077,126.944519654798,128.666184677325,77.4509593274398,76.9000054991836,78.0049240837094,0.273461919647715,0.251869070299704,0.295418255059285
"High-income Western countries",NA,"Men",1999,127.610805208563,126.751715266982,128.46695992153,77.310185405648,76.7628927185622,77.8658853738287,0.26877009728154,0.247876807520345,0.290251170181911
"High-income Western countries",NA,"Men",2000,127.434760060411,126.596784016228,128.266591639376,77.1716815250196,76.6285779776899,77.7143806055467,0.264170247236861,0.243673134459623,0.285058870548351
"High-income Western countries",NA,"Men",2001,127.271844403259,126.425473308022,128.110600859641,77.0371986726917,76.5025535869782,77.5893204413375,0.259710311703143,0.239741287431243,0.280167518261875
"High-income Western countries",NA,"Men",2002,127.124055910897,126.282651817159,127.958246513113,76.9082845300057,76.3710279548162,77.4605250421524,0.255386456501426,0.235651245816048,0.275722796683329
"High-income Western countries",NA,"Men",2003,126.989243194653,126.145809260589,127.814139490324,76.7845821425176,76.239958571219,77.3323343638154,0.251168986610584,0.231733593895286,0.271377802518151
"High-income Western countries",NA,"Men",2004,126.858261455373,126.007670019797,127.694922904199,76.6627942673852,76.1142748145353,77.2156065835442,0.246940092238808,0.227604575857361,0.266916577621699
"High-income Western countries",NA,"Men",2005,126.732216954114,125.898401263432,127.577787365227,76.545298399198,75.9996912988565,77.1079357551858,0.24274562673769,0.223274049164277,0.262691246024726
"High-income Western countries",NA,"Men",2006,126.608548142268,125.762385942432,127.466577190899,76.4313118528485,75.873475356368,77.0021749694243,0.238537564300037,0.218724899974444,0.258854920483749
"High-income Western countries",NA,"Men",2007,126.480312877508,125.580169737484,127.375411936315,76.3165461822079,75.7377642607403,76.9014313220085,0.234259681174085,0.213777607567573,0.255441414373827
"High-income Western countries",NA,"Men",2008,126.34048119944,125.413198113486,127.28527602975,76.1994839848578,75.5961665697375,76.80989509333,0.229873666365888,0.208802159593955,0.251871938385018
"High-income Western countries",NA,"Men",2009,126.186693186991,125.200528053047,127.186003630833,76.0804664011291,75.4261410350399,76.7234767279654,0.225430045807026,0.203703427425576,0.248771428366882
"High-income Western countries",NA,"Men",2010,126.018588558864,124.928319326069,127.111742542374,75.9579877067797,75.2553801084499,76.6484299205308,0.220977970832334,0.198164937182913,0.245625633774132
"High-income Western countries",NA,"Men",2011,125.844194711252,124.652170787492,127.055273697304,75.8376848272748,75.0597298826613,76.5996355410399,0.216615678472118,0.192322935830146,0.243036277413143
"High-income Western countries",NA,"Men",2012,125.672419382585,124.334977959012,127.000420956323,75.7162791431961,74.8572966922199,76.5781686569712,0.212356187564421,0.185948817430982,0.241230335442574
"High-income Western countries",NA,"Men",2013,125.496615529448,123.991186476709,126.99966673628,75.5941481895232,74.6290082469141,76.5650252600548,0.208172601220412,0.17946870253855,0.239329227829789
"High-income Western countries",NA,"Men",2014,125.319359826552,123.615770380333,127.021659419159,75.4717186319553,74.3806059059597,76.565376445871,0.204075462880256,0.17333568433212,0.237738882928613
"High-income Western countries",NA,"Men",2015,125.142698325585,123.203946216826,127.061185985293,75.3499364821397,74.1260904460796,76.5912358550436,0.200076844312256,0.166799601839979,0.237147324293067
"Latin America and Caribbean",NA,"Men",1975,129.345834586232,123.956189088002,134.472119038687,79.1829929841097,75.5432273806795,82.4913446623849,0.339904290610112,0.251548728304889,0.431494912613745
"Latin America and Caribbean",NA,"Men",1976,129.337788586877,124.232349530582,134.093565177172,79.2557329855999,75.833711960355,82.3366293474071,0.338764262041123,0.254193546373527,0.425557590799535
"Latin America and Caribbean",NA,"Men",1977,129.327312117767,124.583096081382,133.82648528478,79.326228421364,76.0944312027039,82.1906714557408,0.337579142145521,0.257688183376968,0.419222902143829
"Latin America and Caribbean",NA,"Men",1978,129.314353065035,124.869644866642,133.518198841735,79.3956825670095,76.3751125089075,82.0892183738696,0.33637809951752,0.260102838837886,0.414465571503898
"Latin America and Caribbean",NA,"Men",1979,129.299480011335,125.174991898644,133.268673826348,79.4633695752711,76.6608246900165,81.9686619685261,0.335161276097942,0.262133281861322,0.409230886145591
"Latin America and Caribbean",NA,"Men",1980,129.282790857972,125.406383600478,133.003519261527,79.5286264996535,76.9340437999368,81.8749617526624,0.333898959913976,0.264954086432879,0.403702856280043
"Latin America and Caribbean",NA,"Men",1981,129.258594071787,125.627727142022,132.727955615123,79.5887047739163,77.1864166763869,81.7908278802626,0.332507639112265,0.266611144346582,0.399222787779699
"Latin America and Caribbean",NA,"Men",1982,129.223371845103,125.819271411787,132.50773809981,79.6425024310487,77.4065861509354,81.7012905882035,0.330939940907647,0.26776888862713,0.3936163080732
"Latin America and Caribbean",NA,"Men",1983,129.176710446694,125.994918338522,132.230082121048,79.6889973448005,77.6006086821956,81.6269165550826,0.329125855348288,0.268160633332122,0.388705824132453
"Latin America and Caribbean",NA,"Men",1984,129.119299376397,126.190418963903,132.001502726357,79.731207829714,77.7857146072014,81.5720006002171,0.327116860354952,0.26918611301012,0.384115366076941
"Latin America and Caribbean",NA,"Men",1985,129.051867032059,126.328754014602,131.794521100438,79.7678556729891,77.9249872910776,81.5478767992142,0.324876666182702,0.269214741340975,0.379149133447105
"Latin America and Caribbean",NA,"Men",1986,128.977459599206,126.39523653067,131.576700028576,79.8003822796186,78.0816563848591,81.4812120938375,0.322465875245172,0.268655227085013,0.374613054151059
"Latin America and Caribbean",NA,"Men",1987,128.896215328526,126.453567570038,131.337897099557,79.8281959539194,78.2075266805099,81.4175172127802,0.319920485063444,0.268144362728277,0.369831829735632
"Latin America and Caribbean",NA,"Men",1988,128.807121926787,126.507195390451,131.127075216763,79.8487750501794,78.3176492700015,81.3648402185517,0.317230483957758,0.267764681384156,0.365374866499983
"Latin America and Caribbean",NA,"Men",1989,128.712175742663,126.556049822,130.899798851893,79.8617283673755,78.4113125758987,81.2955677433748,0.314448569550969,0.267191099977445,0.361292647894409
"Latin America and Caribbean",NA,"Men",1990,128.611427514433,126.569091783265,130.6752881737,79.8667927179745,78.4882215932227,81.242417505769,0.311567788626047,0.266153272685611,0.357204844736622
"Latin America and Caribbean",NA,"Men",1991,128.505230886331,126.556484038599,130.461481752474,79.8631111686813,78.5465872683418,81.1897829363042,0.308606422930657,0.264380510857834,0.352641708938858
"Latin America and Caribbean",NA,"Men",1992,128.396088064364,126.53656846283,130.247175142949,79.8516626368879,78.5897575922947,81.1370380410597,0.305550567473131,0.262481900488257,0.34818561838842
"Latin America and Caribbean",NA,"Men",1993,128.285670125995,126.52908817085,130.053074187763,79.8328779514768,78.6124907550657,81.0538907082403,0.302462742503928,0.260526635773472,0.34416751370135
"Latin America and Caribbean",NA,"Men",1994,128.175594981393,126.508042573416,129.851139207954,79.807626725177,78.6214613382565,80.9646907920443,0.299351007995679,0.258436031014762,0.339778634097184
"Latin America and Caribbean",NA,"Men",1995,128.07533093323,126.467788168182,129.678976587143,79.7782056019073,78.6651938262311,80.8821924541794,0.296324112127068,0.256885683496332,0.335558947919135
"Latin America and Caribbean",NA,"Men",1996,127.983216231819,126.472535444974,129.500284789936,79.7429424222074,78.6725843653028,80.8196172576557,0.293284708149255,0.25502863014795,0.330835892286366
"Latin America and Caribbean",NA,"Men",1997,127.904876275804,126.461162100398,129.365606459386,79.7037848104847,78.6798914333461,80.7408366742874,0.290281419874806,0.253586338883231,0.326887014514321
"Latin America and Caribbean",NA,"Men",1998,127.841847426217,126.450927136272,129.24561573365,79.6612026915382,78.6804649283428,80.6590946997939,0.287368236675685,0.251530685732976,0.322796949496268
"Latin America and Caribbean",NA,"Men",1999,127.794443421407,126.470412352588,129.145421992033,79.6134616851687,78.683485386874,80.5693606201842,0.28445796417047,0.249726488557751,0.319217421585035
"Latin America and Caribbean",NA,"Men",2000,127.763630390899,126.476175882313,129.076471669721,79.5609134425835,78.6881031876387,80.4840799998959,0.281549376182237,0.247809608877133,0.314862163871657
"Latin America and Caribbean",NA,"Men",2001,127.744974719813,126.499283834802,129.015414891384,79.4996527053636,78.6582164472295,80.3913072500491,0.278607187625372,0.246347581779292,0.311147056322994
"Latin America and Caribbean",NA,"Men",2002,127.741329846988,126.527644008224,128.953280292312,79.4303100635267,78.6126811448838,80.2752905570132,0.275616110668851,0.244170826134508,0.307243143230047
"Latin America and Caribbean",NA,"Men",2003,127.751107255315,126.586548687492,128.942840970588,79.3515051536041,78.5682148489853,80.179250665041,0.272548234837755,0.241828627813892,0.303492627934187
"Latin America and Caribbean",NA,"Men",2004,127.779926828648,126.647699159079,128.962347390877,79.2678793199906,78.508233823191,80.0680910333068,0.269494052419971,0.239630933486102,0.299606121215216
"Latin America and Caribbean",NA,"Men",2005,127.831163174688,126.700018618854,128.983442031683,79.1809245693377,78.4295397508297,79.9647728224818,0.266465140268251,0.236849661745263,0.296564535538474
"Latin America and Caribbean",NA,"Men",2006,127.906611131501,126.787136637905,129.050848653081,79.0908276170027,78.3332367882855,79.8561721797814,0.263473866404399,0.23406223671927,0.293572373675381
"Latin America and Caribbean",NA,"Men",2007,128.000263053108,126.877642569024,129.158264867974,78.9968395873596,78.2277272705068,79.7544412321193,0.260551187853862,0.230467829014208,0.290992359949502
"Latin America and Caribbean",NA,"Men",2008,128.108516744699,126.948063574915,129.298414025584,78.8992254921649,78.0992737386362,79.6912884929056,0.257692935872677,0.227479087591866,0.289013685750702
"Latin America and Caribbean",NA,"Men",2009,128.226241654116,127.022441171117,129.488784446538,78.7980508024352,77.9521672983745,79.6444640500902,0.254932970774328,0.223722315379996,0.287535103203549
"Latin America and Caribbean",NA,"Men",2010,128.349132149949,127.077829800115,129.704152751683,78.6942250286995,77.7824409211387,79.6075222119244,0.252261332540892,0.219275680977734,0.286294319665857
"Latin America and Caribbean",NA,"Men",2011,128.474539409287,127.070889301176,129.966223708082,78.5883615494866,77.5735657303559,79.5781068569161,0.249641816386608,0.214987277502722,0.286271453220509
"Latin America and Caribbean",NA,"Men",2012,128.594336740321,127.01239402719,130.262560596898,78.4778439649975,77.3802906880868,79.5768890669665,0.246977196500258,0.21021434295652,0.286037336026402
"Latin America and Caribbean",NA,"Men",2013,128.711344262402,126.953032556516,130.595204519389,78.3663324084131,77.1288534178643,79.5939712590159,0.244365198619768,0.204779288015013,0.286480145560854
"Latin America and Caribbean",NA,"Men",2014,128.826291331826,126.857683900158,130.938229652762,78.2547527971859,76.87986183499,79.6118425573523,0.241795289180065,0.199157326311547,0.287826084305727
"Latin America and Caribbean",NA,"Men",2015,128.940036181359,126.738003298476,131.33222159598,78.1423703901731,76.5885925544772,79.6762197852817,0.239273519314549,0.193490224405342,0.289794938253108
"Oceania",NA,"Men",1975,121.95146191809,115.896426156932,127.750221136315,72.5600131574829,68.4829745974663,76.6794934840217,0.21445608280363,0.124037115812761,0.32742737998604
"Oceania",NA,"Men",1976,122.111771573668,116.590615599502,127.444616988482,72.6213160594505,68.8545692536577,76.3972905871706,0.215076585587912,0.127243875684865,0.320655197967676
"Oceania",NA,"Men",1977,122.261112450508,117.211238395969,127.099422332218,72.676461281972,69.2159464510616,76.1699251003416,0.215610604682736,0.130992670724125,0.315902186172876
"Oceania",NA,"Men",1978,122.402964230161,117.779751490949,126.84018208868,72.7256194928407,69.5031858135373,75.9482923273457,0.216104515711815,0.134118332005136,0.310854525279366
"Oceania",NA,"Men",1979,122.544169793807,118.259895699898,126.645449761844,72.7758843560224,69.7917189538862,75.7216568519065,0.216606122617192,0.137925682287976,0.307119687283526
"Oceania",NA,"Men",1980,122.682162827855,118.7258803564,126.466035945337,72.8236402023086,70.0808777921934,75.5856736934837,0.217075465125054,0.141206179256713,0.303041133405822
"Oceania",NA,"Men",1981,122.822539277935,119.187132654048,126.334132418372,72.8719790986701,70.3205082684797,75.4248662254396,0.217546208277486,0.144385909775039,0.299285126186078
"Oceania",NA,"Men",1982,122.963622867916,119.596654965269,126.243157739515,72.9199496670649,70.5425986076173,75.3339233078301,0.217978693017568,0.146694451818297,0.297411071917246
"Oceania",NA,"Men",1983,123.103215190994,119.92319608991,126.174140616197,72.9676202147672,70.7383058576489,75.2776167969932,0.218330879958166,0.149027403766898,0.295893434739964
"Oceania",NA,"Men",1984,123.243144727987,120.224668395815,126.174196261304,73.0165600990054,70.8708422422819,75.2013985718063,0.218671707461696,0.150041334433601,0.293894370072813
"Oceania",NA,"Men",1985,123.386889378002,120.516378782916,126.218416261908,73.0681597718122,70.9928623036038,75.1618132082303,0.219058057831532,0.152116124810367,0.292752180616127
"Oceania",NA,"Men",1986,123.528935347877,120.76630083911,126.311754673419,73.1225335185759,71.1176884508819,75.1695733860141,0.219510536133478,0.153255554170189,0.292228087148393
"Oceania",NA,"Men",1987,123.669863348428,120.908592507165,126.449067652241,73.1794067490257,71.2079151364122,75.2803160911434,0.220037393270048,0.154938460107857,0.291988504621769
"Oceania",NA,"Men",1988,123.807452406732,121.070265009497,126.632713594094,73.2335284923454,71.2480779758071,75.3367822997292,0.220559166150816,0.156166213298655,0.292205236940493
"Oceania",NA,"Men",1989,123.943488315603,121.16314333136,126.806907616864,73.2873252907589,71.2630840678711,75.3718709889433,0.221187390042286,0.15701541547574,0.292090479681652
"Oceania",NA,"Men",1990,124.081937099907,121.251486870946,127.027103309192,73.3395795654358,71.2910512239214,75.444491416139,0.221919961525241,0.158020012446477,0.292715838150968
"Oceania",NA,"Men",1991,124.217958578586,121.317451336078,127.260275644112,73.3862133132302,71.2933613584934,75.514145777768,0.222706563626034,0.159307304920054,0.292690022785726
"Oceania",NA,"Men",1992,124.352426000995,121.393350052764,127.530287948598,73.4316103363937,71.3047973318459,75.5998461855052,0.223601251164252,0.161281042332652,0.292905191347943
"Oceania",NA,"Men",1993,124.483096178539,121.48583774102,127.715880824683,73.4740852034811,71.3296383446876,75.6397302358459,0.224541714641876,0.162127982559056,0.293471325703328
"Oceania",NA,"Men",1994,124.605229390876,121.527501507172,127.904723052976,73.5122160337959,71.3700103574149,75.7016258665921,0.225459727322917,0.163186541218895,0.294077978072492
"Oceania",NA,"Men",1995,124.723579217236,121.590217918881,128.076148815522,73.5460975865614,71.3627542912002,75.7349585521806,0.226410916265604,0.164119059207739,0.294667561525352
"Oceania",NA,"Men",1996,124.839717392862,121.673465944515,128.151680742063,73.5767618910183,71.3539006576831,75.7736732360391,0.227353700681352,0.165101322956756,0.29538708455487
"Oceania",NA,"Men",1997,124.95294924928,121.760128704956,128.265141753788,73.6045679253746,71.402067174006,75.7894435479443,0.22823372898271,0.166433578092756,0.296017962286248
"Oceania",NA,"Men",1998,125.062879032723,121.864641080822,128.384705652247,73.6301538054874,71.4375597361905,75.8122056063068,0.229039031996084,0.167475709782414,0.295693769825433
"Oceania",NA,"Men",1999,125.174208193267,122.004480624911,128.487260906986,73.6546441170779,71.4753962226653,75.8151434631336,0.229734603168132,0.168966373788728,0.296142077522138
"Oceania",NA,"Men",2000,125.287760109297,122.158248366586,128.550274289381,73.6822611481833,71.5468168253405,75.8148249230162,0.230393506747679,0.169627670400719,0.296704283296384
"Oceania",NA,"Men",2001,125.409823364842,122.29718836946,128.638666067207,73.7163421658107,71.6194381725971,75.8611295774579,0.231066177893731,0.169905144145442,0.296581148746573
"Oceania",NA,"Men",2002,125.535531040833,122.451703531746,128.709564619812,73.7548316648547,71.6892426994216,75.8769560350872,0.231700046556172,0.171087002929965,0.296594189759377
"Oceania",NA,"Men",2003,125.666317367674,122.644854857285,128.790781818272,73.8005363133609,71.7559074056131,75.895736022444,0.232364448897174,0.171327813513478,0.297419540138609
"Oceania",NA,"Men",2004,125.800526423875,122.802148875849,128.911860312088,73.8527738799363,71.824705432625,75.9258007540098,0.233083896897821,0.172412052055358,0.298146901958555
"Oceania",NA,"Men",2005,125.94158733332,122.921959431397,129.083718416915,73.9116646969816,71.8965577801329,76.0009669044314,0.233912230868407,0.17318134704562,0.297481015232764
"Oceania",NA,"Men",2006,126.086975386357,123.061499003549,129.172433658442,73.9760973488312,71.9692386512517,76.065845521586,0.234802177752385,0.173472012754578,0.299083012922413
"Oceania",NA,"Men",2007,126.235947410175,123.095925504044,129.380965145452,74.0467697502653,71.9942422150712,76.1581656572849,0.235752877742276,0.173734899396266,0.300996719428227
"Oceania",NA,"Men",2008,126.390716159978,123.114023906895,129.633346798975,74.1233977918121,71.9453611300907,76.3430461452839,0.236765353818514,0.173967024204667,0.303807033799071
"Oceania",NA,"Men",2009,126.545315272433,123.134909504733,130.007531182957,74.2035020677385,71.8814666798587,76.5377605211864,0.237812125623939,0.172891190196974,0.306577473329366
"Oceania",NA,"Men",2010,126.698299393889,123.047236328733,130.390448284631,74.2873442538689,71.8029699521939,76.7990540106582,0.238938127706749,0.172103066635045,0.310778118027273
"Oceania",NA,"Men",2011,126.850877739436,122.885905143059,130.789677149463,74.3734895357909,71.6965408327319,77.0749300495721,0.240082186951897,0.170249217978782,0.315033750257255
"Oceania",NA,"Men",2012,127.008633069937,122.68909465559,131.28457341413,74.4630062022288,71.5560993372412,77.3891591361226,0.241348848996388,0.168646338959486,0.321464671713891
"Oceania",NA,"Men",2013,127.166165101971,122.403436097415,131.82083128319,74.5528750635474,71.3555182299202,77.772697267176,0.24264959219079,0.166191697630427,0.326983137127199
"Oceania",NA,"Men",2014,127.319233139072,122.146434501947,132.404536124503,74.641802601697,71.1181318766076,78.1530541833439,0.243966970284977,0.16253908034226,0.334699441151081
"Oceania",NA,"Men",2015,127.472202625986,121.840501828416,133.005649791571,74.7301989424991,70.8924095907556,78.5640821101558,0.245332158008358,0.159268501780481,0.341746875660961
"South Asia",NA,"Men",1975,121.910673037661,114.406720135691,129.123760512745,77.9386376319122,73.0770289267496,82.9347546418383,0.2433042005231,0.145387594660776,0.355606790206402
"South Asia",NA,"Men",1976,122.014514973062,114.980124236542,128.656313224548,77.9941840661452,73.4493094633852,82.6449470938767,0.243873428001262,0.150767291706363,0.349117088475156
"South Asia",NA,"Men",1977,122.117441734468,115.448946681613,128.288528072952,78.0489497755737,73.7723169277703,82.4045049269318,0.244480712966501,0.155725508675466,0.344415008178141
"South Asia",NA,"Men",1978,122.217369900356,115.99558743067,128.003451003285,78.1025952781948,74.0962432292086,82.1748710365293,0.245123405131937,0.160144902693785,0.338339690062425
"South Asia",NA,"Men",1979,122.318987657922,116.51030189339,127.73710078135,78.1571909638783,74.4314515549296,81.9100854147924,0.245820229401765,0.164795929782505,0.334114673244076
"South Asia",NA,"Men",1980,122.423615205085,117.015503416035,127.484753665923,78.2147784229543,74.7554583710199,81.7385658410003,0.246631430309196,0.169371417747025,0.330626647135406
"South Asia",NA,"Men",1981,122.528985629398,117.457862439569,127.260080654322,78.2717608967382,75.0058965732148,81.5582034961502,0.247466379229211,0.173549282270498,0.327014226807152
"South Asia",NA,"Men",1982,122.635739425288,117.885920941224,127.127643079824,78.3282232478312,75.2580582263447,81.3314445146588,0.248298948671683,0.178158237551079,0.324177569902862
"South Asia",NA,"Men",1983,122.739680990565,118.326741765966,126.893346975543,78.3817958898732,75.496225117904,81.1793085563141,0.249067007774119,0.182477179558505,0.321508508351095
"South Asia",NA,"Men",1984,122.844940425324,118.786422226869,126.719771496278,78.4348323386556,75.7608909409126,81.0269142991145,0.2497991881862,0.18695218960239,0.317913300485151
"South Asia",NA,"Men",1985,122.95221154046,119.174598057098,126.554629009278,78.4880537876347,75.949693040589,80.932394428864,0.250534271694765,0.19042942886226,0.315871098316358
"South Asia",NA,"Men",1986,123.062041808193,119.531828375276,126.409540947524,78.5386836977574,76.172758162956,80.8651989027712,0.251265487846735,0.192979304801717,0.314065019579317
"South Asia",NA,"Men",1987,123.174464350108,119.877328036994,126.345653084957,78.5855658521257,76.3405015362936,80.7681527162475,0.25197083063154,0.195769652624802,0.312568824721024
"South Asia",NA,"Men",1988,123.287802895198,120.174001576187,126.288944692951,78.6267548076394,76.5084821671021,80.6883175233112,0.252643437421127,0.198163195693502,0.311610735251342
"South Asia",NA,"Men",1989,123.397862813452,120.410219175996,126.251127033602,78.6607286712437,76.6707144079946,80.5952020535412,0.253221181611218,0.200524029890753,0.310233580187752
"South Asia",NA,"Men",1990,123.509381283771,120.669255285701,126.205958521543,78.6891223813643,76.8346224194946,80.5132502341098,0.253783563109024,0.202256963618658,0.308812431127233
"South Asia",NA,"Men",1991,123.622235732974,120.977348453934,126.181165056841,78.7097711579158,76.9550685162211,80.466397555496,0.254310717275751,0.204860218368788,0.307600559212048
