"Country/Region/World","ISO","Sex","Year","Age","Prevalence of hypertension","Prevalence of hypertension lower 95% uncertainty interval","Prevalence of hypertension upper 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension","Proportion of diagnosed hypertension among all hypertension lower 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension upper 95% uncertainty interval","Proportion of treated hypertension among all hypertension","Proportion of treated hypertension among all hypertension lower 95% uncertainty interval","Proportion of treated hypertension among all hypertension upper 95% uncertainty interval","Proportion of controlled hypertension among all hypertension","Proportion of controlled hypertension among all hypertension lower 95% uncertainty interval","Proportion of controlled hypertension among all hypertension upper 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension","Proportion of untreated stage 2 hypertension among all hypertension lower 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension upper 95% uncertainty interval"
"High-income Western countries","NA","Men",2003,"Age standardised (30-79 years)",0.377609235094005,0.361033050433376,0.393748726561382,0.576892506123906,0.553070494788198,0.599686540689366,0.462592651171987,0.440009687509435,0.4847778969005,0.229153840788149,0.20691177292445,0.251483275173177,0.125021961500291,0.115024683633281,0.135796594841077
"High-income Western countries","NA","Men",2004,"Age standardised (30-79 years)",0.376485439010945,0.360426165879905,0.392782613358721,0.586528525164737,0.562867028703922,0.608892315719376,0.475951274937061,0.45391095668804,0.497662974685391,0.244180139057938,0.221584918332811,0.267507317401564,0.120305327805158,0.110708218692411,0.130291511425441
"High-income Western countries","NA","Men",2005,"Age standardised (30-79 years)",0.375149358299284,0.359182021025483,0.391614093312188,0.595977749651037,0.573158176435453,0.617874315072754,0.48881361849567,0.466691274348895,0.51066870135097,0.25922459897309,0.236540944001976,0.283512252855488,0.115874372618678,0.106658199477392,0.12555099203018
"High-income Western countries","NA","Men",2006,"Age standardised (30-79 years)",0.373553501568422,0.357964155091255,0.389786273033369,0.605257522465651,0.582827565101885,0.627314638580885,0.500827467877134,0.478705385425464,0.522887152835908,0.2736837643963,0.250310011733109,0.298153307757993,0.111844945638437,0.10275442299075,0.121295290448944
"High-income Western countries","NA","Men",2007,"Age standardised (30-79 years)",0.371610010579665,0.356181387240923,0.387742830922162,0.614329891901591,0.59194833807856,0.635878122750678,0.511962230614674,0.489838524652414,0.534058677085915,0.287489152681129,0.26351657303569,0.312034736764406,0.108186495591557,0.0991886950236761,0.11752214362049
"High-income Western countries","NA","Men",2008,"Age standardised (30-79 years)",0.369373758593804,0.354164507705906,0.385199121478793,0.623233767446743,0.601327037610955,0.644242884200713,0.52224988286028,0.500251440768019,0.544535198168295,0.300492873216077,0.275597260206798,0.325810807616189,0.104882112345477,0.0960528197402614,0.114133753600128
"High-income Western countries","NA","Men",2009,"Age standardised (30-79 years)",0.36684250118422,0.351369529356334,0.382554466632957,0.631999288040825,0.60997872216197,0.65314203202028,0.53177800565905,0.509581937638255,0.554199747028879,0.312633980199086,0.287604290835371,0.33860273333444,0.101889058877303,0.0932939108772371,0.110837688567332
"High-income Western countries","NA","Men",2010,"Age standardised (30-79 years)",0.36398611322749,0.348606963217476,0.379945342636723,0.640418093410479,0.618692423292544,0.66147605190539,0.540477739289304,0.518032790561164,0.563062933380177,0.323819025808794,0.297780436533062,0.349500531132146,0.0992306153438058,0.0907647145297649,0.10827845060451
"High-income Western countries","NA","Men",2011,"Age standardised (30-79 years)",0.360949690940388,0.345513099917922,0.376858998290078,0.648140689135723,0.625989892267347,0.669750612419185,0.548152884293897,0.525282009067741,0.570885406578271,0.33380334354004,0.306853643011616,0.360945115115102,0.0969840029085584,0.0882291387926094,0.106054101767192
"High-income Western countries","NA","Men",2012,"Age standardised (30-79 years)",0.357750991997321,0.342338043360933,0.37446162229518,0.65521911877256,0.633091085770126,0.677202986195364,0.554828206777508,0.531137400231382,0.57772413725292,0.342542583767118,0.314362090658932,0.370039059719841,0.0950567911116752,0.0863524097413106,0.104144743929948
"High-income Western countries","NA","Men",2013,"Age standardised (30-79 years)",0.354531067991206,0.338000279324094,0.371672604541778,0.661722865654151,0.638693671539312,0.683647930002439,0.560559526945039,0.536264999258501,0.584234803818362,0.349747144911565,0.320328635142325,0.378414987914778,0.0934336490613131,0.0845883264681078,0.10293597373106
"High-income Western countries","NA","Men",2014,"Age standardised (30-79 years)",0.35143180494177,0.333658308629332,0.369766059435906,0.667587324296298,0.643045316934455,0.690818078881268,0.565267015250779,0.539371269739635,0.590305966270644,0.355257767823581,0.324262529035805,0.386427710183205,0.0921178941411127,0.0829236594854703,0.102276081102501
"High-income Western countries","NA","Men",2015,"Age standardised (30-79 years)",0.348556258242311,0.329046576061553,0.368718406717402,0.672891577893779,0.646545632763796,0.697709685411126,0.569080889532841,0.540629722393751,0.596372298600526,0.359115370802543,0.324745229618447,0.393282223120162,0.0910990075169387,0.0812082829316115,0.101902387419855
"High-income Western countries","NA","Men",2016,"Age standardised (30-79 years)",0.345932112434079,0.324369438412942,0.367985358854516,0.677699049630901,0.64890523292148,0.704538309577134,0.572185121558295,0.540091007785994,0.603022232101302,0.361726774708872,0.323897944114271,0.400756419695527,0.0903689666865366,0.0793071517038302,0.102764313177501
"High-income Western countries","NA","Men",2017,"Age standardised (30-79 years)",0.343586601373906,0.318953123379727,0.368939896263195,0.682000554026979,0.649765242486444,0.711760637276458,0.574514261213827,0.537750187613756,0.61043485994929,0.363204629679102,0.319677147267203,0.407834034438654,0.0899366938306124,0.0774154468283769,0.104184520256446
"High-income Western countries","NA","Men",2018,"Age standardised (30-79 years)",0.341375480025046,0.313076218988607,0.370652536020057,0.685937994420776,0.648810515830078,0.719846761600014,0.576462856529522,0.532205930226407,0.61806463511302,0.364291867073573,0.312913938426651,0.416430393575432,0.0897349451741697,0.0753738151209156,0.106450309896438
"High-income Western countries","NA","Men",2019,"Age standardised (30-79 years)",0.339281693507351,0.306833572963449,0.373237203863291,0.689601002134274,0.646041653927317,0.727730580618,0.578168844171196,0.527447439127595,0.626324100483728,0.365318703062087,0.304946471169687,0.427220000777741,0.0897044073415258,0.0730334037248834,0.109403459502013
"Latin America and Caribbean","NA","Men",1990,"Age standardised (30-79 years)",0.35415021261539,0.282209652551327,0.424393626041929,0.354614898321835,0.266134118267301,0.460624208190733,0.192102898533153,0.122819648638887,0.279008748198363,0.0417139789278815,0.0172473382708578,0.0854176822781102,0.289246455539906,0.213329998024862,0.374826820134941
"Latin America and Caribbean","NA","Men",1991,"Age standardised (30-79 years)",0.357104388012591,0.29132630537318,0.420868924116389,0.359774849166784,0.276622631011746,0.456125450984872,0.198535214175142,0.132631335937574,0.279524301747062,0.042911946460287,0.0194605401717412,0.0827939080354667,0.282832361623341,0.21397210053559,0.35972704716767
"Latin America and Caribbean","NA","Men",1992,"Age standardised (30-79 years)",0.360150248695222,0.300512327383704,0.418221428568602,0.365069424072853,0.287625261307368,0.452830463885777,0.205290330733286,0.143537909129948,0.278879992900941,0.0444222347206396,0.0220683434772862,0.0807907839683749,0.276525088546973,0.213463185280576,0.344445299898636
"Latin America and Caribbean","NA","Men",1993,"Age standardised (30-79 years)",0.363260942562841,0.310257290616432,0.414941725442633,0.370444891634656,0.298757450851082,0.450617776667753,0.212382201948251,0.154613607545227,0.279586618716317,0.0462727410675489,0.0246808093452839,0.0793601642068322,0.270322522629118,0.213515810027898,0.332167849363736
"Latin America and Caribbean","NA","Men",1994,"Age standardised (30-79 years)",0.366300963742526,0.318607883946652,0.413544657092655,0.375925343773591,0.309421962965615,0.448357378151538,0.219809559321319,0.165654417693316,0.281693875423316,0.0484820563525431,0.027781840969404,0.0783961552873287,0.264257554604202,0.212871173731366,0.318995178128186
"Latin America and Caribbean","NA","Men",1995,"Age standardised (30-79 years)",0.369354847967129,0.326539712879695,0.412098645807768,0.381524944710055,0.320074089367255,0.448012631500916,0.227558361870376,0.177033896831577,0.28386923551198,0.051029978799799,0.0312648295968689,0.0785398141175768,0.258344632870256,0.212282545587206,0.308302661207477
"Latin America and Caribbean","NA","Men",1996,"Age standardised (30-79 years)",0.372451376565594,0.333465352852301,0.411654770296831,0.387291194319042,0.329624115613846,0.448851209881369,0.235676563861462,0.187411155607963,0.287680404662031,0.0539279164287432,0.0350423986335789,0.0797584161403057,0.252560137991415,0.211397223303086,0.297070372666067
"Latin America and Caribbean","NA","Men",1997,"Age standardised (30-79 years)",0.375600773009632,0.339565681448848,0.411709869088953,0.393229662716781,0.339644142635961,0.450877595851174,0.244078450106918,0.198944087863561,0.292251928581403,0.0572056607726352,0.0386420065222273,0.0808141295300668,0.246910440011405,0.209680142594437,0.28687252562264
"Latin America and Caribbean","NA","Men",1998,"Age standardised (30-79 years)",0.3787834060733,0.345360325812736,0.411935780520515,0.399324302552089,0.348128235361823,0.451197184271899,0.252815831830856,0.21012795443119,0.297396828086981,0.0608410788021572,0.0426849576122809,0.0831765973522402,0.241385276700834,0.207523650210121,0.27758608209843
"Latin America and Caribbean","NA","Men",1999,"Age standardised (30-79 years)",0.382011093101756,0.350843808915038,0.412631133670209,0.405618022425126,0.357244024371343,0.454516263840325,0.261897326670713,0.221415463531034,0.303584649684423,0.0648475601708199,0.0470680600244622,0.086279955991792,0.2360089329138,0.20512336204751,0.269572869490546
"Latin America and Caribbean","NA","Men",2000,"Age standardised (30-79 years)",0.385242049843369,0.356458095561123,0.413958282701035,0.412206846931523,0.365940310823479,0.458261734501146,0.271355572532096,0.232513872435568,0.310696173766423,0.0693242473700422,0.0520102493555252,0.0905751659958774,0.230789920325591,0.202380061035343,0.261929947500706
"Latin America and Caribbean","NA","Men",2001,"Age standardised (30-79 years)",0.388302448703789,0.361160418733529,0.415225714540743,0.41912185187864,0.374869003455626,0.463035019575878,0.281286148536487,0.244889003347725,0.318139822123831,0.0743076127021226,0.0572602495397185,0.0955951676776571,0.225724412173285,0.199032765632816,0.254785862203655
"Latin America and Caribbean","NA","Men",2002,"Age standardised (30-79 years)",0.391218231860906,0.365436628838967,0.416534751174467,0.4264051690807,0.383656747034724,0.469087562702676,0.291746799983125,0.256791931359194,0.326738134457377,0.0799128709881412,0.0626824834863566,0.100946631105104,0.220731417211418,0.195756270523518,0.248487695038856
"Latin America and Caribbean","NA","Men",2003,"Age standardised (30-79 years)",0.393954550590835,0.369532580111974,0.4182579663278,0.434037858966608,0.392751331621582,0.475269929126629,0.302715333816611,0.269201109620908,0.337306667815314,0.0861722991435222,0.0685551569675762,0.107122699860706,0.215725942363898,0.191779881713765,0.241827838201012
"Latin America and Caribbean","NA","Men",2004,"Age standardised (30-79 years)",0.396461273449133,0.37278111725625,0.420354819433461,0.441904873629,0.401684264237382,0.481569337773123,0.313989629185695,0.281510829773285,0.348235701448187,0.0929990230194823,0.0751798358312833,0.113756035455347,0.210723643138169,0.187808831082605,0.235413818307167
"Latin America and Caribbean","NA","Men",2005,"Age standardised (30-79 years)",0.398782235481787,0.37520474351283,0.422507350940712,0.449936358606077,0.411228742916652,0.488841649996853,0.325381796583109,0.293240414206605,0.358127796399561,0.100208666179642,0.0822162980731697,0.121640352441986,0.205738474949421,0.183703481533948,0.229406148964988
"Latin America and Caribbean","NA","Men",2006,"Age standardised (30-79 years)",0.400978066899412,0.377858498040582,0.424100469388427,0.458266847601506,0.420609608700376,0.495555729354731,0.336743508992864,0.30532576074437,0.369438674063305,0.107665049874841,0.088861133331622,0.129298968579251,0.200817845438211,0.179788666423539,0.223522766741309
"Latin America and Caribbean","NA","Men",2007,"Age standardised (30-79 years)",0.402916542463576,0.380278770378757,0.426230375793863,0.466788227763913,0.43061277336862,0.502971017944182,0.348087261003726,0.316794506512565,0.380307769137387,0.115386905154187,0.0962467773844471,0.13736038478978,0.195964085948715,0.175696727637868,0.217923660511178
"Latin America and Caribbean","NA","Men",2008,"Age standardised (30-79 years)",0.404529805714683,0.38231165755108,0.427440900376496,0.475510855979756,0.44065781229122,0.510369079705172,0.359417723356408,0.328593882569153,0.390914287065065,0.12347113570235,0.103746625691607,0.146650403083539,0.191151791077407,0.171642951303536,0.212130233691435
"Latin America and Caribbean","NA","Men",2009,"Age standardised (30-79 years)",0.405765343758568,0.383682997279431,0.428454449553382,0.484406162644342,0.45043185207226,0.517904993391447,0.370727703363897,0.340550918944449,0.401982790694167,0.131961603294408,0.111698777436615,0.155238007191931,0.186421602432502,0.167783288248296,0.206249797953935
"Latin America and Caribbean","NA","Men",2010,"Age standardised (30-79 years)",0.406512020913171,0.384518284424322,0.428784478817925,0.493416762107094,0.460834533710162,0.526186486677395,0.382037501562154,0.352359218112905,0.412986818274133,0.140997533011085,0.120310216770635,0.16426537653895,0.181788042398981,0.164196895109311,0.200597362982135
"Latin America and Caribbean","NA","Men",2011,"Age standardised (30-79 years)",0.406703273724195,0.385109825666026,0.427999847654836,0.502418707422735,0.470758744165295,0.534363166701127,0.393205514846247,0.36334603064638,0.42392864717913,0.150646378688501,0.129230291214829,0.173439758486698,0.177299124013128,0.160408370360562,0.195001395754694
"Latin America and Caribbean","NA","Men",2012,"Age standardised (30-79 years)",0.4064646543291,0.385076000723179,0.427459116311125,0.511442738802825,0.480310631749552,0.542888761311784,0.404156163856239,0.374158187893359,0.434851731892235,0.160779654739484,0.138623677995803,0.184732982754925,0.172967636276546,0.156729435394939,0.190520749191397
"Latin America and Caribbean","NA","Men",2013,"Age standardised (30-79 years)",0.405990248994175,0.384212062010052,0.427174263348597,0.520416179857563,0.489428740147832,0.551995338926119,0.414719817842377,0.383984424232325,0.445861715787,0.171163221126087,0.147918873650009,0.196110579728461,0.168932185322817,0.152947148982668,0.18656209746217
"Latin America and Caribbean","NA","Men",2014,"Age standardised (30-79 years)",0.405463765801584,0.382906761247207,0.427938262421752,0.529265164217817,0.497595810549675,0.561593978745296,0.424867846285837,0.393128462281412,0.456684811169441,0.181486494213215,0.156324144728959,0.208430787158995,0.16522317282695,0.14873289761322,0.182996575687103
"Latin America and Caribbean","NA","Men",2015,"Age standardised (30-79 years)",0.405003551997154,0.380686544016307,0.428676907449901,0.537895471076524,0.504100446828156,0.572032707294865,0.434515035473235,0.400922724762082,0.46884943419676,0.191720016161366,0.16367625743044,0.221997084042058,0.161854686326475,0.144712573343554,0.180411833022291
"Latin America and Caribbean","NA","Men",2016,"Age standardised (30-79 years)",0.404537473735885,0.378245068961865,0.430879108037922,0.546331197357461,0.509981166695126,0.583181921022061,0.443825179623757,0.406627763135513,0.481417240435776,0.20197640918486,0.170380236901237,0.237375275579073,0.158743361910393,0.140310374157201,0.178476961121714
"Latin America and Caribbean","NA","Men",2017,"Age standardised (30-79 years)",0.404345257169981,0.375095272197995,0.434069039124248,0.554344985523679,0.512927237745927,0.594790420791001,0.452516621819061,0.410233165001524,0.494144144805267,0.21200970459753,0.175052451534033,0.253969014054723,0.155981150724524,0.135592884390039,0.17812115914366
"Latin America and Caribbean","NA","Men",2018,"Age standardised (30-79 years)",0.404203419844954,0.370790911965354,0.437838869414979,0.562081767276247,0.5158551175852,0.6070898303333,0.4609411897721,0.412447483980905,0.507915327207801,0.222400310683555,0.178038025700382,0.271554026681673,0.153458264631505,0.130661892595127,0.178747434389588
"Latin America and Caribbean","NA","Men",2019,"Age standardised (30-79 years)",0.404095236362884,0.365686820971349,0.442313087626343,0.569652369554734,0.5170201956193,0.62041663500474,0.469339940109045,0.413847993587121,0.522879936271903,0.233253923427355,0.180948177596674,0.292684383799777,0.151093678719545,0.125659177886302,0.180119803241426
"Oceania","NA","Men",1990,"Age standardised (30-79 years)",0.256457465289887,0.159657925285847,0.384019255288986,0.188959877301664,0.1013183577004,0.33007442720407,0.135791002970935,0.0536780334131278,0.279871358611895,0.0478488071552847,0.00960275308916391,0.134850569201571,0.266749661552068,0.153187753767904,0.395636735393671
"Oceania","NA","Men",1991,"Age standardised (30-79 years)",0.254011709117765,0.163100834887997,0.369690235664947,0.191506643590411,0.107323769917536,0.32363802147298,0.136824944667554,0.0572705551829271,0.271148053975618,0.0475377610314457,0.0109899550965739,0.126721140664431,0.259871473541834,0.154045722436277,0.379342724286223
"Oceania","NA","Men",1992,"Age standardised (30-79 years)",0.251779524218078,0.166130717600792,0.357684525700437,0.19427951401232,0.113710945036817,0.316998943144704,0.138109886890739,0.0614611084882313,0.264408244994512,0.0475304210097739,0.0123164099111486,0.120493516177225,0.253143085277747,0.153795765883483,0.363085857436736
"Oceania","NA","Men",1993,"Age standardised (30-79 years)",0.249694517125584,0.169021085331202,0.348604605857098,0.197307674132754,0.1190607864763,0.311463525188668,0.139658980690232,0.0660065713049978,0.258840066028258,0.0477965070121278,0.0138427459538878,0.115593952029406,0.246651808865159,0.154511021318289,0.34685776663923
"Oceania","NA","Men",1994,"Age standardised (30-79 years)",0.247703974507787,0.171215065873959,0.339874782455796,0.200567408047941,0.125213574461253,0.307082559333022,0.14145009381461,0.0703120661791182,0.250207441824353,0.048338419763056,0.0154104808168746,0.111926379524399,0.240328480903182,0.155230091450411,0.332910998116384
"Oceania","NA","Men",1995,"Age standardised (30-79 years)",0.245829218952572,0.173918853368037,0.33140006075686,0.203922338036766,0.131212743864364,0.302564227802519,0.143401492593124,0.0751161883776572,0.246116594399671,0.0491080945877321,0.0170710085813572,0.108310592612845,0.234229102132753,0.155135765599157,0.320707907836332
"Oceania","NA","Men",1996,"Age standardised (30-79 years)",0.244098938729849,0.175857579847704,0.325677654816766,0.207395919131178,0.136303831352659,0.303099953151029,0.145511571777049,0.0800619459339731,0.241364715700777,0.0500466637257461,0.0188466198619118,0.105320929906138,0.22829260633015,0.154900137236652,0.308480697156445
"Oceania","NA","Men",1997,"Age standardised (30-79 years)",0.242581063487527,0.178742885730853,0.318481873514225,0.211007037933104,0.1416175226635,0.302668699643232,0.147770991355044,0.083988379344726,0.237945938393747,0.0511429674447777,0.0209079494938542,0.103262570047357,0.222647095159473,0.153762740335716,0.297168676104205
"Oceania","NA","Men",1998,"Age standardised (30-79 years)",0.24137054280862,0.181266398373018,0.313898909986821,0.214732727541305,0.14624365788202,0.302163783897879,0.1501646262576,0.0893319107330443,0.236120645537512,0.052410216968693,0.0226140416055225,0.102434375715377,0.217267267298823,0.153369809516417,0.286072360696314
"Oceania","NA","Men",1999,"Age standardised (30-79 years)",0.240471664710817,0.183320466521318,0.30985303118011,0.218592093886803,0.151521902652077,0.302420119884854,0.152655065376887,0.0928122841109956,0.235538449447342,0.0537523259177752,0.0247144371287566,0.101291303098496,0.212241877848193,0.153100106480194,0.277537321856285
"Oceania","NA","Men",2000,"Age standardised (30-79 years)",0.239947562077951,0.185572390049822,0.305973630105547,0.222583168826952,0.156257101219008,0.304206418597041,0.155274794528694,0.0976400027305485,0.234854670406828,0.0551898181846331,0.0269206551025748,0.100320105870706,0.207567168363204,0.152745917267766,0.268937306274096
"Oceania","NA","Men",2001,"Age standardised (30-79 years)",0.240022998913249,0.187905911324303,0.3028626832824,0.227021294551143,0.161819266112174,0.307012048901588,0.15815927743121,0.102081777005827,0.234307240234749,0.0567758912890956,0.028958460083815,0.100533548294779,0.20332485476635,0.152033864392881,0.261725053284299
"Oceania","NA","Men",2002,"Age standardised (30-79 years)",0.240547013881653,0.190059041669525,0.300806196670392,0.23157902431516,0.166733751284643,0.309819656297639,0.161185035614567,0.106121629297843,0.233912397622425,0.0584255905496918,0.0313094762922838,0.100933491045268,0.199528427850229,0.150146131088749,0.255641308443452
"Oceania","NA","Men",2003,"Age standardised (30-79 years)",0.241571515637832,0.192258564649935,0.2992818112887,0.236247513393443,0.172571564268883,0.312553019937611,0.164299141960543,0.110531885317817,0.234729342105467,0.0601033559839497,0.0333178319228217,0.101244604790208,0.196167889737718,0.148885682682644,0.249442142539482
"Oceania","NA","Men",2004,"Age standardised (30-79 years)",0.243012562053281,0.195367021834344,0.298472064527535,0.241011180599312,0.177239842262646,0.316386967565475,0.167436772043294,0.114968210752002,0.235971511955176,0.0618311318765534,0.0349119694516585,0.102008414215404,0.193279394690258,0.147615761078962,0.245144635114866
"Oceania","NA","Men",2005,"Age standardised (30-79 years)",0.244830913093938,0.198253298381593,0.298997440987687,0.245912145962438,0.182180038467403,0.320843154545817,0.170519577635774,0.118387402126742,0.237276907838931,0.06351118747335,0.0363190858407407,0.102697691463199,0.190903484977429,0.146539907136775,0.241332678643398
"Oceania","NA","Men",2006,"Age standardised (30-79 years)",0.246799180030288,0.200171294189564,0.300325653165261,0.250276391057051,0.186349744236224,0.324694546017247,0.173068675006141,0.120836966689853,0.239124766828459,0.0650059375266827,0.0378379361144528,0.104216956043408,0.188976136426867,0.145876772705291,0.239062185747179
"Oceania","NA","Men",2007,"Age standardised (30-79 years)",0.249126220494808,0.202306515790795,0.301680220434309,0.254744017819035,0.191025518474444,0.329202420151899,0.175462593701027,0.123258080645396,0.242337816997157,0.0663957873651509,0.0388658683652394,0.106624604179006,0.18757085709116,0.144877567499549,0.237617580552514
"Oceania","NA","Men",2008,"Age standardised (30-79 years)",0.251790564549598,0.204380289095063,0.304402864353585,0.259381230504205,0.194928063090411,0.33506884855665,0.177683502050608,0.125207899510555,0.244347860561895,0.0676624775066427,0.0397648578180143,0.109874707915292,0.18669011890461,0.143754311281163,0.236978263089361
"Oceania","NA","Men",2009,"Age standardised (30-79 years)",0.254641676643827,0.206136784219183,0.308027544985069,0.264099623680853,0.197780242751058,0.340938971870911,0.179743256387716,0.126438409460347,0.248726964117911,0.0688547069978631,0.0400751629221592,0.111830220063423,0.186253843024828,0.142903562509653,0.236653342693595
"Oceania","NA","Men",2010,"Age standardised (30-79 years)",0.257498397332032,0.207666193873971,0.312665845683645,0.268840992526249,0.200416967353498,0.348064336283959,0.181680632224496,0.126749490074317,0.252260698107008,0.0700470797939331,0.0403757975193504,0.116136205499664,0.186207372540844,0.142179577076892,0.23777983020904
"Oceania","NA","Men",2011,"Age standardised (30-79 years)",0.260252935375906,0.20778116335169,0.318393095976689,0.273459794072875,0.202495134170513,0.355546516575074,0.183436497103773,0.126336648698453,0.257086002192529,0.0712976334248539,0.0404974465846516,0.119116989493937,0.186464301505898,0.141494798069998,0.239766777338242
"Oceania","NA","Men",2012,"Age standardised (30-79 years)",0.262858500114264,0.207688501424677,0.324135293356486,0.278081756729941,0.203782800746746,0.362871819714072,0.185099579309676,0.125476396806264,0.261693989024713,0.0726750999335045,0.0399765728106293,0.123832251552997,0.186990347230162,0.140566022887169,0.243072059278026
"Oceania","NA","Men",2013,"Age standardised (30-79 years)",0.26537440530047,0.207392130510873,0.330606036116262,0.282741833188759,0.204009708498682,0.37310547229493,0.186664643407471,0.123839462780851,0.268792427671537,0.0741809664445674,0.0387936206464502,0.130697119564582,0.187777244110038,0.138569840704006,0.247218821721107
"Oceania","NA","Men",2014,"Age standardised (30-79 years)",0.267865015312219,0.206105346394473,0.339220248273457,0.287495031187864,0.204218876579628,0.383130797817846,0.188152012421871,0.1213131985584,0.276147982551493,0.075779468118247,0.0375024463381387,0.138255914195696,0.188826332123273,0.136097788038496,0.253444909633989
"Oceania","NA","Men",2015,"Age standardised (30-79 years)",0.270361621321155,0.203814117002925,0.347347948623454,0.292375793815009,0.203991274338993,0.395378025058948,0.189666236617622,0.117638499893517,0.283944799692716,0.0775201159461211,0.0358717397279325,0.147221264064731,0.190077039317241,0.134222029922445,0.260269875509128
"Oceania","NA","Men",2016,"Age standardised (30-79 years)",0.273054386773959,0.20139461246009,0.358898330161419,0.297792720115833,0.202158995212,0.408778329763091,0.191557558906761,0.113782694475398,0.29345974292713,0.0795518870585392,0.0343853069852553,0.158639328574517,0.191533870718707,0.13177928477343,0.268712427372902
"Oceania","NA","Men",2017,"Age standardised (30-79 years)",0.275948878110993,0.197444945125282,0.372702034689561,0.303204664282987,0.199995971560482,0.422474921109704,0.193445367118875,0.110018944516775,0.305022521184695,0.0817200586138645,0.0326855320627822,0.170870229517672,0.19319979212467,0.128754479191388,0.278401363818827
"Oceania","NA","Men",2018,"Age standardised (30-79 years)",0.278937093058444,0.193900170587905,0.386504095856582,0.308662418224229,0.198150816479812,0.437139404271161,0.195435529716179,0.10621154339861,0.316323798672311,0.0841982111116517,0.0303907574269641,0.185043698307883,0.195024229804488,0.125500032257798,0.288062207525766
"Oceania","NA","Men",2019,"Age standardised (30-79 years)",0.282046625276589,0.189082519631989,0.400686551531437,0.314140474242269,0.196032210274851,0.453419465906538,0.197551450802067,0.102766282068168,0.329553448132107,0.0870335105575523,0.0283144150930719,0.200600425611508,0.197018934943496,0.122100081747131,0.299546756233173
"South Asia","NA","Men",1990,"Age standardised (30-79 years)",0.288905940716093,0.208088481563063,0.37406465782506,0.141330497784491,0.0786224959218017,0.222649078186738,0.0869283568169155,0.0407168993012992,0.155184282149128,0.0184109161023519,0.00411989331582955,0.0495126935132781,0.319203864221436,0.214490444617656,0.42745741270261
"South Asia","NA","Men",1991,"Age standardised (30-79 years)",0.290477558061495,0.216807212832459,0.367792804680687,0.145774730230697,0.0859869885921075,0.222308692261862,0.0908792620010329,0.0458799125479745,0.155929087846767,0.0193147659876228,0.00504390966797554,0.0486593736905121,0.313589629923473,0.21668932855255,0.412606314113703
"South Asia","NA","Men",1992,"Age standardised (30-79 years)",0.292119614489703,0.224942469047099,0.361756533521821,0.150491576260815,0.0932907869201489,0.221574616395303,0.0951585751592964,0.0515066423847031,0.157055531769172,0.0204168233225573,0.00614206217358957,0.0487008089491139,0.308094154098018,0.218928194632516,0.398356897731698
"South Asia","NA","Men",1993,"Age standardised (30-79 years)",0.293819078430794,0.232233901420451,0.356797474983783,0.155437120192511,0.100608842647228,0.222365699486271,0.0997569027021288,0.0577935239040928,0.158945682228187,0.0217392725946097,0.00753907331663577,0.0483606026837009,0.302702699504456,0.220940009927514,0.384412553360563
"South Asia","NA","Men",1994,"Age standardised (30-79 years)",0.295482140022506,0.239725852237959,0.35291240270608,0.160621380390413,0.108264292001537,0.223878080858828,0.104668416461073,0.0636090458371581,0.160359886968295,0.0233084471977308,0.00913912679996485,0.0485867029309223,0.297436833142127,0.223018637469848,0.372040290113609
"South Asia","NA","Men",1995,"Age standardised (30-79 years)",0.297214175067757,0.246654145237092,0.349995418749071,0.166026289286869,0.115898670807555,0.224632593505661,0.109894195126459,0.0698680429762836,0.162383816093421,0.0251194536359451,0.0108582424549245,0.0494439835785438,0.29222541773733,0.224299720660291,0.360619957516554
"South Asia","NA","Men",1996,"Age standardised (30-79 years)",0.299140812304406,0.252390522676255,0.347569996770076,0.171638052485815,0.123822078904011,0.22703504655675,0.115361497330692,0.0766253291084316,0.165592498049685,0.0271751249299588,0.0125737700848123,0.0500715180770656,0.28708023080645,0.224118833584373,0.350106860849553
"South Asia","NA","Men",1997,"Age standardised (30-79 years)",0.301223747503733,0.257637984896922,0.34588210210294,0.177433923017237,0.13146337951307,0.23078791504243,0.121144853411195,0.0833262705727534,0.168144551262552,0.0294937663997356,0.014845946209387,0.0514980685986363,0.281992442773699,0.223950981222482,0.33975621847562
"South Asia","NA","Men",1998,"Age standardised (30-79 years)",0.303372877831813,0.262837197000004,0.34518797060234,0.183400737750883,0.139647538181776,0.23424961428495,0.127162689084523,0.0902776541406918,0.170885588540055,0.0320429526526341,0.0173377823206154,0.0532035440541282,0.277016981994007,0.223765963987032,0.3302656204487
"South Asia","NA","Men",1999,"Age standardised (30-79 years)",0.305581738254913,0.267345726651691,0.344738675364032,0.189490897777304,0.147109703246383,0.237184392746021,0.133443915021831,0.0973666421140258,0.174963095713631,0.0347879186231705,0.0198616751242247,0.0552714386646963,0.272150252537524,0.223705112419425,0.321052128272528
"South Asia","NA","Men",2000,"Age standardised (30-79 years)",0.307819606207207,0.271176246600529,0.345136400044964,0.195649253931869,0.154800830746571,0.241086597160597,0.139915709144345,0.105152991818157,0.179604046656912,0.0377366511237826,0.022636564826908,0.057504845374599,0.267436685455413,0.223065109696429,0.312266371974012
