"Country/Region/World","ISO","Sex","Year","Mean total cholesterol (mmol/L)","Mean total cholesterol lower 95% uncertainty interval (mmol/L)","Mean total cholesterol upper 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol (mmol/L)","Mean non-HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol upper 95% uncertainty interval (mmol/L)","Mean HDL cholesterol (mmol/L)","Mean HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean HDL cholesterol upper 95% uncertainty interval (mmol/L)"
"High-income Asia Pacific",NA,"Men",2005,4.94717876427648,4.87713418750631,5.01594444698774,3.61164581615566,3.55962613382728,3.66145762581988,1.36340897506047,1.33410492907993,1.39206721368447
"High-income Asia Pacific",NA,"Men",2006,4.95002109799545,4.88091757015476,5.01899486463469,3.61010319582349,3.55864939372328,3.65866351881398,1.36707677951407,1.33856222506949,1.39587225556914
"High-income Asia Pacific",NA,"Men",2007,4.9525719248616,4.88302946912188,5.02150230122887,3.60826155579763,3.55660573669144,3.65710264360582,1.3704502399358,1.34243449869349,1.39882024391823
"High-income Asia Pacific",NA,"Men",2008,4.95476576251919,4.88662430261054,5.02412412712174,3.60607737753328,3.55413895552938,3.65626849569606,1.37371119458706,1.34540889195631,1.40196534438972
"High-income Asia Pacific",NA,"Men",2009,4.95644503894047,4.88744581221256,5.02709675298435,3.6034073976318,3.55084117420365,3.65521275239471,1.37689081906008,1.34906445674994,1.40456325582257
"High-income Asia Pacific",NA,"Men",2010,4.95752595648597,4.88633962180569,5.02950269268028,3.60008949768598,3.54616300196843,3.65339289033189,1.38001590862748,1.35164311379348,1.40836867840214
"High-income Asia Pacific",NA,"Men",2011,4.95770793772352,4.8837934695204,5.03229645080403,3.59587768096568,3.53971820118027,3.65146027176576,1.38316904816464,1.35401051627018,1.41192015668295
"High-income Asia Pacific",NA,"Men",2012,4.95685612708765,4.87791328057321,5.03625921044557,3.59064142590183,3.53118758569685,3.64938155180303,1.38627303616425,1.35613643306413,1.41590047911899
"High-income Asia Pacific",NA,"Men",2013,4.95518950628778,4.87047871756445,5.0383951526207,3.58466932568213,3.5209393125747,3.64737332952559,1.38937014806141,1.35714391323369,1.42173909066248
"High-income Asia Pacific",NA,"Men",2014,4.9529434302092,4.85896575100813,5.04367138532296,3.57813307095752,3.50941198967804,3.64506797406809,1.39245197642431,1.35757291770278,1.42784115178435
"High-income Asia Pacific",NA,"Men",2015,4.9502858177324,4.84486729152963,5.05288477044841,3.57123181630255,3.49754305936913,3.64425952760279,1.3955300397793,1.35685660387791,1.43465025521494
"High-income Asia Pacific",NA,"Men",2016,4.94727638878319,4.82680939300317,5.06368147858531,3.56401879022273,3.48304605064669,3.64400265979625,1.39868694070273,1.35478251706858,1.44258576195888
"High-income Asia Pacific",NA,"Men",2017,4.9441155296104,4.80666817227451,5.07726589845646,3.55662447449305,3.46769041018074,3.64626924456293,1.4019993332922,1.3512874896917,1.45229126260354
"High-income Asia Pacific",NA,"Men",2018,4.94084614532901,4.78400493419244,5.09267717948487,3.54910709878432,3.45082978535011,3.64716286071877,1.4054208228841,1.34681777740086,1.46331194343512
"High-income Western countries",NA,"Men",1980,5.65500008232365,5.49990093214626,5.80558964747972,4.3744083495816,4.26149768207803,4.48237790858197,1.28777319002242,1.22506281361334,1.35006999753175
"High-income Western countries",NA,"Men",1981,5.63592968759227,5.49474585540787,5.77135389951099,4.35954943576693,4.25538547812059,4.46058549452503,1.28243664138007,1.22486301377544,1.33831438992377
"High-income Western countries",NA,"Men",1982,5.61703465109375,5.48636518088975,5.74399393890953,4.34494386961666,4.24817956479648,4.43945673920146,1.2771181895848,1.22425382194378,1.32835766578397
"High-income Western countries",NA,"Men",1983,5.59850166183276,5.47788451479769,5.71589889142346,4.3308411807507,4.23964563419631,4.41959458927826,1.27179456628654,1.22364384321355,1.31827360387348
"High-income Western countries",NA,"Men",1984,5.58051098560922,5.46969785153346,5.68988776910766,4.31740701618679,4.23009181882749,4.4003057084361,1.26637107972908,1.22127688929995,1.30953400156794
"High-income Western countries",NA,"Men",1985,5.56315327374358,5.45981305442072,5.66400863318931,4.30467808175308,4.22193988616482,4.38267763070258,1.26089508901083,1.21829120446579,1.30133668405286
"High-income Western countries",NA,"Men",1986,5.5461501385168,5.44962863522873,5.64148682410989,4.2922302295871,4.21412682277792,4.36607040320716,1.25545031286041,1.21480618189033,1.2937463133437
"High-income Western countries",NA,"Men",1987,5.52912481965146,5.43794410925095,5.61912542474994,4.27956817926974,4.20505888620129,4.35081602692761,1.25014201950502,1.21155993518851,1.28723673404389
"High-income Western countries",NA,"Men",1988,5.51159082342432,5.42344626100733,5.59840535328294,4.26603298292281,4.19522306087951,4.33431913799871,1.24499612787659,1.20769140699374,1.28103182149449
"High-income Western countries",NA,"Men",1989,5.49284747093762,5.40979202442067,5.57533722019015,4.25073783368591,4.18317940214473,4.31564763662571,1.24019240214689,1.20397311790702,1.27561445604077
"High-income Western countries",NA,"Men",1990,5.4728266734102,5.39382623678011,5.5531964222126,4.2335452301598,4.16920066386147,4.29781061165588,1.23583389399944,1.20098653600459,1.26999917232073
"High-income Western countries",NA,"Men",1991,5.4516807229513,5.37608275228005,5.52949311299315,4.21462297790339,4.1524807387914,4.2769857045663,1.23203613765463,1.19807705377995,1.26489919313301
"High-income Western countries",NA,"Men",1992,5.42968382893579,5.356728269589,5.50342991542133,4.19436393129944,4.13444974608793,4.25464699713325,1.22896066365695,1.19605683736082,1.26095818150158
"High-income Western countries",NA,"Men",1993,5.40659753494078,5.33544065919096,5.47652916560869,4.17250166898063,4.11401721932397,4.23108928273151,1.22656750310052,1.19439470765283,1.25735041356695
"High-income Western countries",NA,"Men",1994,5.38239679350908,5.31145502728698,5.45027267394572,4.149028849454,4.09224393366381,4.20641358324508,1.22508155440867,1.19393394465042,1.25456547526506
"High-income Western countries",NA,"Men",1995,5.35722907589218,5.28741178431551,5.42406551769052,4.12411858112532,4.06915240781919,4.18010965004755,1.22453082740022,1.19315059725249,1.25355773132301
"High-income Western countries",NA,"Men",1996,5.33102045827744,5.26305423224384,5.39691924459198,4.09767528793967,4.0445447388644,4.15252527537642,1.22487080714974,1.19545842126098,1.25336746740918
"High-income Western countries",NA,"Men",1997,5.3040347309053,5.23871847219741,5.36877398815198,4.07005536668025,4.01900113169832,4.1234865494549,1.22609003764487,1.19699601592974,1.25388714461611
"High-income Western countries",NA,"Men",1998,5.27624548377379,5.21209498312763,5.33983412670861,4.04117323601878,3.99168241169615,4.09349304602654,1.22808140190971,1.20039360691132,1.25499443318986
"High-income Western countries",NA,"Men",1999,5.24775982866114,5.18525311441212,5.30983693377452,4.0110966321699,3.96293156763551,4.06187830443882,1.23070756205987,1.20348256687132,1.25652600801915
"High-income Western countries",NA,"Men",2000,5.21874224246043,5.15732005478674,5.28017922755955,3.98004070502377,3.9332282849464,4.03005714343728,1.23384489879739,1.20736641190907,1.25908597694781
"High-income Western countries",NA,"Men",2001,5.18941250532426,5.12906129307997,5.25107980279358,3.94826541695935,3.90221993448646,3.99642798871392,1.23740595331228,1.2111326404768,1.26264597292166
"High-income Western countries",NA,"Men",2002,5.15994769797876,5.10023061665746,5.22031167092157,3.91613091780023,3.87073245664996,3.96309325267888,1.24115892784386,1.21501124768531,1.26656008773121
"High-income Western countries",NA,"Men",2003,5.13031133270772,5.07091457261512,5.19098852376749,3.88367708458763,3.83852627204286,3.92977513704645,1.24453936368301,1.21910447683149,1.26981297622779
"High-income Western countries",NA,"Men",2004,5.10070735802522,5.04058233087132,5.16155959063954,3.85128635735143,3.80683850796642,3.89634387889137,1.24718109096513,1.22179971049897,1.27239009806398
"High-income Western countries",NA,"Men",2005,5.0711654170226,5.01017531044849,5.13074155759832,3.81906899027829,3.77520591307887,3.86344362700266,1.24906379415817,1.2244416053072,1.2740976184771
"High-income Western countries",NA,"Men",2006,5.0419708951943,4.98007561279294,5.10107179769145,3.78736493469541,3.7436022794632,3.83135294694557,1.25041065558773,1.22604257236673,1.27503157526586
"High-income Western countries",NA,"Men",2007,5.01342800847391,4.9519605891066,5.07331376893615,3.7566145266967,3.71352789792407,3.80021589394463,1.2515549259622,1.2275545195239,1.27551540989909
"High-income Western countries",NA,"Men",2008,4.98554237162352,4.92332321135697,5.04609082075882,3.72677553020004,3.68345589731748,3.77019323451592,1.25286543089735,1.22935682296804,1.27734569649204
"High-income Western countries",NA,"Men",2009,4.95820168599441,4.89441843093665,5.01972706384911,3.69769239160769,3.65380656128264,3.741554677538,1.25440264142062,1.23043490839558,1.27866334874744
"High-income Western countries",NA,"Men",2010,4.93120466081539,4.86622179770697,4.99435644384774,3.66902785146029,3.62445886055634,3.71402465578606,1.256224973639,1.23212370704387,1.28109308198596
"High-income Western countries",NA,"Men",2011,4.90432271634567,4.83674655713676,4.96981050947114,3.64033170723762,3.59395167040745,3.68661224121215,1.25856283763006,1.23278898191273,1.28464897353116
"High-income Western countries",NA,"Men",2012,4.8771911562124,4.80436788907702,4.94889913909885,3.61121141888483,3.56251877429302,3.66041061352827,1.26137880359893,1.23409039942768,1.28951863470674
"High-income Western countries",NA,"Men",2013,4.84954393409113,4.77226168563959,4.92679275026193,3.58122439464454,3.52963326988937,3.63330001685535,1.26457887324449,1.23506097110773,1.29511434195372
"High-income Western countries",NA,"Men",2014,4.82137271286686,4.73595492565069,4.90902919091284,3.55040316820876,3.49449684745262,3.60807345939557,1.26796426581173,1.23532475318627,1.30205522257383
"High-income Western countries",NA,"Men",2015,4.79276891389322,4.69620278072015,4.8924281949303,3.51888875900826,3.45743459639371,3.58172243015057,1.27146605885276,1.23430610175394,1.30959064837026
"High-income Western countries",NA,"Men",2016,4.76403776730568,4.65546659875968,4.87669323251695,3.48713239758636,3.41839169658879,3.55557807486508,1.27508705263919,1.23290547705994,1.3183496855107
"High-income Western countries",NA,"Men",2017,4.73519471265073,4.60886916298067,4.86472611782561,3.45518418885967,3.37808261060148,3.5314598813217,1.2788408504849,1.23044139535077,1.32888608329957
"High-income Western countries",NA,"Men",2018,4.70621027637006,4.56023344416497,4.85504208120424,3.42297927970821,3.33789412310219,3.50733352322916,1.28269929506439,1.22706773776154,1.34017091061088
"Latin America and Caribbean",NA,"Men",1980,4.76121061475033,4.38583853268378,5.13457284389133,3.67063137250626,3.42443451832448,3.89899922981902,1.01041029208038,0.851776162913378,1.18563223053078
"Latin America and Caribbean",NA,"Men",1981,4.76358770937739,4.4173084174116,5.10641938954346,3.67980531016156,3.44875309540702,3.89663680853698,1.01048514270942,0.865642190147863,1.17281358851634
"Latin America and Caribbean",NA,"Men",1982,4.76569454200548,4.44257806430758,5.084856848611,3.68844069160664,3.46761793414193,3.89358486786716,1.01077237359935,0.876145803549495,1.16270854902183
"Latin America and Caribbean",NA,"Men",1983,4.76761684474164,4.4699474542739,5.06066370502379,3.69668824195272,3.48845015334408,3.89009368947627,1.01126432830996,0.886901952919362,1.15145254810716
"Latin America and Caribbean",NA,"Men",1984,4.76934977418072,4.49326874822081,5.03680251099068,3.70455982247717,3.50821554933428,3.88772746466684,1.01187796477669,0.89632409999196,1.1399320769886
"Latin America and Caribbean",NA,"Men",1985,4.77090275302949,4.51915644802843,5.01833313621763,3.71199622735658,3.52612681258837,3.8850707412028,1.01260064892807,0.905626172567103,1.13183166505983
"Latin America and Caribbean",NA,"Men",1986,4.77232155855708,4.5425098084261,4.99775202398708,3.71904893456853,3.54551903682989,3.8817870251186,1.01354466307056,0.914675160309512,1.12529619562914
"Latin America and Caribbean",NA,"Men",1987,4.77347129038699,4.56452907263362,4.97990648939207,3.72547583258995,3.56231065024209,3.87782174133169,1.01473526541849,0.921693807429543,1.11815719690594
"Latin America and Caribbean",NA,"Men",1988,4.7742076691934,4.58159355936453,4.96269077127933,3.73118519538331,3.57940663622415,3.87538820867161,1.01615631401896,0.929026745098855,1.11228679504233
"Latin America and Caribbean",NA,"Men",1989,4.77451739417924,4.59962707738122,4.94935512296123,3.73611550050922,3.59564460899383,3.87226245964296,1.01787065630014,0.936478605152437,1.10539784118954
"Latin America and Caribbean",NA,"Men",1990,4.77437917744182,4.61441556767714,4.93710085107256,3.74019305578165,3.60785172407063,3.8696357742585,1.01993143602164,0.945300218483304,1.10092777276968
"Latin America and Caribbean",NA,"Men",1991,4.77376499887722,4.62431561777706,4.92418598542403,3.74335186141931,3.61889049534035,3.8662564737674,1.02237428350867,0.952405029798634,1.0963674420689
"Latin America and Caribbean",NA,"Men",1992,4.77267048484729,4.63481258345747,4.91306227790267,3.7455939103518,3.62697888476433,3.8635503388199,1.02516817676575,0.958574870918786,1.09417222367462
"Latin America and Caribbean",NA,"Men",1993,4.77106024161143,4.64050351015228,4.90161058051114,3.74689889839577,3.63522937443757,3.85888403575415,1.02821407497764,0.964531234123456,1.09245148477514
"Latin America and Caribbean",NA,"Men",1994,4.76913959916128,4.64593410538395,4.8916430934796,3.74752841939619,3.64129822684266,3.85288622594928,1.03152020932774,0.972064664573205,1.09188544554696
"Latin America and Caribbean",NA,"Men",1995,4.76683744932228,4.64948630926955,4.88412255358565,3.74740648846954,3.64692348650519,3.84775912524958,1.03506390950831,0.97834169486185,1.09101909365367
"Latin America and Caribbean",NA,"Men",1996,4.76411628366798,4.65237051430339,4.875875963202,3.74643925175561,3.65103557966035,3.84031630291544,1.03884303118877,0.98445795132488,1.09140316769392
"Latin America and Caribbean",NA,"Men",1997,4.76111089559901,4.65409501047014,4.86770115550475,3.74482482017602,3.65394709986271,3.83526775668918,1.04272068068021,0.991687619275306,1.0928443796528
"Latin America and Caribbean",NA,"Men",1998,4.75782239225276,4.65717479481456,4.85941863286531,3.74254424396257,3.6554014003791,3.82882012160264,1.04669598016258,0.998718993899585,1.09435783983973
"Latin America and Caribbean",NA,"Men",1999,4.75452915852106,4.65814482236879,4.85219987503568,3.73989817705362,3.65696591575385,3.82193947869863,1.05083524233861,1.00562297750165,1.09594874148984
"Latin America and Caribbean",NA,"Men",2000,4.75132376768105,4.6609355403976,4.8452777994204,3.73694608608352,3.6583042049084,3.81636234011127,1.05509040820494,1.01187114171209,1.09836733341896
"Latin America and Caribbean",NA,"Men",2001,4.74818783538024,4.66182604910873,4.83825607322064,3.73367544932732,3.65983410491069,3.80981428760641,1.05942662797317,1.01910624729201,1.09995945689161
"Latin America and Caribbean",NA,"Men",2002,4.74475466191005,4.66111190713022,4.82957864944718,3.72972819536962,3.65952676861266,3.80207578002578,1.06349585313456,1.02450937433425,1.10269902216829
"Latin America and Caribbean",NA,"Men",2003,4.74095914818986,4.66037755773529,4.8231460604994,3.72507362401797,3.65726902756325,3.79441417347495,1.06702555665482,1.02971803868511,1.10460001272911
"Latin America and Caribbean",NA,"Men",2004,4.73705954207946,4.65927924805953,4.81778089069413,3.72013165472538,3.65486082315857,3.78610701746957,1.06991102705473,1.03391287576954,1.10624629790227
"Latin America and Caribbean",NA,"Men",2005,4.73293107497651,4.65765508779774,4.81198764693028,3.71481108978095,3.65325911576686,3.77874246211446,1.07198703862654,1.03720022928381,1.1073830979635
"Latin America and Caribbean",NA,"Men",2006,4.72849037325297,4.65409596028301,4.80438076784814,3.7090360308227,3.64912604550018,3.77071631468289,1.07316021035028,1.03958870867802,1.10695565278358
"Latin America and Caribbean",NA,"Men",2007,4.72364721201208,4.65011180688777,4.79876735328292,3.70266489304526,3.64436878097591,3.7630329373937,1.07349889927906,1.04125160045928,1.10689420068038
"Latin America and Caribbean",NA,"Men",2008,4.71818053140525,4.64505059703527,4.79160262370349,3.69544227849429,3.63690630652284,3.7547989239478,1.0731692748154,1.04192002387803,1.1054901410962
"Latin America and Caribbean",NA,"Men",2009,4.71192076581065,4.63858071923108,4.78467497835952,3.68714097319021,3.62874534098351,3.74627595207277,1.07217145219544,1.04163904145449,1.10354336373355
"Latin America and Caribbean",NA,"Men",2010,4.70468453445322,4.62977757862634,4.77871637062784,3.67748046944089,3.61783344979749,3.73640160712656,1.07053789485798,1.04078055802664,1.10129801582102
"Latin America and Caribbean",NA,"Men",2011,4.69619296356622,4.6208794526913,4.77141904773538,3.66608660342203,3.60540432273031,3.72606315106628,1.06833964283537,1.03763139868114,1.09940295373638
"Latin America and Caribbean",NA,"Men",2012,4.68607213262575,4.60839617275639,4.76465459258809,3.65248930496764,3.58957388331633,3.71476889426511,1.06561138364513,1.03393292586611,1.09769788757229
"Latin America and Caribbean",NA,"Men",2013,4.67430493940088,4.59264106386058,4.75681947397645,3.63669393215803,3.57050219965188,3.70235427258996,1.06246270534849,1.02915839478197,1.09630323186078
"Latin America and Caribbean",NA,"Men",2014,4.6610117382606,4.57089110686236,4.75134221905531,3.61882079634882,3.54737319333148,3.68904661138971,1.05892390067456,1.02201693817012,1.09717455806056
"Latin America and Caribbean",NA,"Men",2015,4.64676998887611,4.54747647391106,4.74668863286624,3.5995878813881,3.52019377791793,3.67662777522149,1.05518235198089,1.01375767251017,1.09783750752011
"Latin America and Caribbean",NA,"Men",2016,4.63196137997696,4.51849087197457,4.74594994825239,3.57954388875853,3.49208152198898,3.66347264144193,1.05146410533372,1.00359293915492,1.09964341787199
"Latin America and Caribbean",NA,"Men",2017,4.6169296284196,4.487820199907,4.74779905929482,3.55912702132845,3.46265768200716,3.64993441086987,1.04786470589157,0.991956558082551,1.10302517585939
"Latin America and Caribbean",NA,"Men",2018,4.60182570199541,4.45498769126037,4.74934661357396,3.53852216225681,3.43216333649376,3.63694253432167,1.04435269189314,0.978832272998065,1.10710532252139
"Oceania",NA,"Men",1980,4.72443836958714,4.26160707230003,5.18340275987835,3.39167314981317,3.02317724027763,3.75456636154381,1.24134087746288,0.987517690441171,1.4981115375546
"Oceania",NA,"Men",1981,4.72471701159892,4.29677320526286,5.14883779677575,3.40801390638654,3.05368894248646,3.76007409353452,1.23651952178188,0.99877702470092,1.47863318250421
"Oceania",NA,"Men",1982,4.72497301245625,4.32574773013409,5.12100034321957,3.42429976609429,3.08605236492879,3.76170109228924,1.23176443906934,1.0046539669576,1.4614438392579
"Oceania",NA,"Men",1983,4.72517154587548,4.35511083676204,5.09259344819408,3.44049171284876,3.11764332499521,3.76741918642209,1.22697905023431,1.01142753952145,1.44444164314965
"Oceania",NA,"Men",1984,4.72488640039605,4.38540060575349,5.07055806205848,3.45603591938883,3.14635187098011,3.76634504994038,1.22211686016572,1.01711447890635,1.42791506354686
"Oceania",NA,"Men",1985,4.72422299709176,4.40549215325231,5.05162012237027,3.47098465417082,3.1702012024026,3.77594031973045,1.21728795492735,1.01964277579559,1.4142161622921
"Oceania",NA,"Men",1986,4.72289943281541,4.41581438515502,5.03782072922491,3.4850068419235,3.19438528201459,3.78300210258495,1.21248958714137,1.02290832330875,1.40185492563665
"Oceania",NA,"Men",1987,4.72091948177535,4.42310771413793,5.0235484276085,3.49814497792995,3.21360186644424,3.78722370312027,1.20764641245855,1.02339650380443,1.3900747741094
"Oceania",NA,"Men",1988,4.71841139275099,4.4278124994624,5.0135399400895,3.51055748825211,3.23431153148441,3.79453075540262,1.2027830806506,1.02660041553283,1.38174707127933
"Oceania",NA,"Men",1989,4.71527673557399,4.43034389946341,5.00615604835746,3.52212825890035,3.25184824551929,3.79848116195913,1.19785406732955,1.02584733299238,1.37348695537662
"Oceania",NA,"Men",1990,4.71165140119512,4.43007303655728,5.00706144822715,3.53308695671187,3.26929686944086,3.8025228917356,1.19286401507128,1.02518828115884,1.3635204814638
"Oceania",NA,"Men",1991,4.70729536266941,4.42340473094706,5.00223717948928,3.54304631015607,3.28428721358643,3.80817114824343,1.18787137882779,1.02223096273034,1.35860630300903
"Oceania",NA,"Men",1992,4.70200076327127,4.41371963829563,4.99437625388073,3.55183025469255,3.29990750745323,3.80992639718103,1.1828099104357,1.01878514650956,1.35131703716843
"Oceania",NA,"Men",1993,4.69573175398373,4.40399065027687,4.99493334748016,3.55943225005946,3.31208635518952,3.81251797888042,1.17768505072255,1.01565586143942,1.34453744228429
"Oceania",NA,"Men",1994,4.68841609808594,4.39694506105594,4.9883436210782,3.56577156107834,3.32378948273385,3.81704739675136,1.17244470673187,1.0114324197514,1.33822338874549
"Oceania",NA,"Men",1995,4.68000216888113,4.38206035659403,4.98494047224599,3.57080123002228,3.33045443632356,3.82014286376751,1.16706340440933,1.00602249719718,1.33006871700342
"Oceania",NA,"Men",1996,4.67052112603628,4.36962468403927,4.9827857359352,3.57449106479857,3.33780345858023,3.8203533731439,1.16147654922944,1.0017925395338,1.32367197864267
"Oceania",NA,"Men",1997,4.66009742153849,4.35707555073242,4.97691706711815,3.5770651957862,3.34017552215446,3.82097756543767,1.15571464591215,0.997408990783532,1.31733988746248
"Oceania",NA,"Men",1998,4.64881373158592,4.33858067474984,4.96764425882172,3.57861376489443,3.34320354038762,3.82119213680497,1.14974527600832,0.992157426719387,1.31058676548579
"Oceania",NA,"Men",1999,4.63709124751156,4.3276358999531,4.96065238472992,3.57955193880471,3.34528961359317,3.8164064477758,1.143467541993,0.986118696755185,1.3034127711574
"Oceania",NA,"Men",2000,4.6251519911947,4.31110050941889,4.94902185940096,3.58019320440221,3.34810470897474,3.81321472596302,1.13691308648475,0.981135917149044,1.29488632112642
"Oceania",NA,"Men",2001,4.61324930544161,4.29591680293856,4.93865076163334,3.58082816206061,3.35196757018735,3.80993393901169,1.12995729890749,0.973352560913988,1.28708152183706
"Oceania",NA,"Men",2002,4.60108754740492,4.28499411954164,4.92953192161747,3.58108947842103,3.35394809717427,3.81016947797851,1.12247604545047,0.96605497534771,1.28043449227003
"Oceania",NA,"Men",2003,4.58855764116596,4.26808477934096,4.91339865097599,3.58091789133221,3.35387318242623,3.81135884728498,1.11438690598677,0.958291821317763,1.27271633407519
"Oceania",NA,"Men",2004,4.57569443817622,4.25850214390457,4.89813567421887,3.58039813902833,3.35366341411992,3.80932501336751,1.10567019568889,0.950140494657951,1.26508981640788
"Oceania",NA,"Men",2005,4.5627463858395,4.24481113489732,4.88940895938013,3.57984692092969,3.35192912701359,3.8097230225213,1.09631615440785,0.941263220955729,1.25595631431358
"Oceania",NA,"Men",2006,4.54996370300022,4.23158550610434,4.8816932838112,3.57963328563963,3.35221848781593,3.80860422954551,1.08643164603947,0.927098017430807,1.24712212267071
"Oceania",NA,"Men",2007,4.53775013293795,4.21643772743426,4.87093386851921,3.58016892821053,3.35163702718546,3.80986463482096,1.07601850983239,0.916638863657601,1.23743174384541
"Oceania",NA,"Men",2008,4.52582348962699,4.19956750706874,4.86391407525549,3.58110676828993,3.35152484706715,3.80997514864752,1.06515844368369,0.904885263430748,1.22779048580608
"Oceania",NA,"Men",2009,4.51417421711218,4.18336514669952,4.85801663446131,3.58243691270127,3.34742786498596,3.8163030268206,1.05377032361367,0.891631521686104,1.21856210534219
"Oceania",NA,"Men",2010,4.50279148778113,4.16571302104183,4.85221959589764,3.58413861435147,3.34959541400591,3.82093103145408,1.0418720660687,0.876123198893829,1.21192839193549
"Oceania",NA,"Men",2011,4.49138951109119,4.14028528249206,4.85149288065648,3.58584419961334,3.34791023925577,3.82747488250667,1.02958547229539,0.861477744489774,1.20234183104093
"Oceania",NA,"Men",2012,4.47989747801436,4.11965809219655,4.85150760215442,3.5874280782016,3.34536758986183,3.83479536333466,1.01697759199156,0.842387605312357,1.19260919068271
"Oceania",NA,"Men",2013,4.46854574856785,4.09476864911331,4.85351993048909,3.58915225068723,3.3420885506322,3.84360123223294,1.00412886207745,0.823657257183411,1.18475804483242
"Oceania",NA,"Men",2014,4.45726266127796,4.06511315668619,4.86045290168021,3.59094534053481,3.33751011677449,3.85475970231825,0.991074091537997,0.802249577092982,1.17757792854733
"Oceania",NA,"Men",2015,4.44574916292802,4.02883987830373,4.86923471196933,3.5924155012525,3.32991630888739,3.86543534763903,0.977888967055754,0.778681067477296,1.16987101109536
"Oceania",NA,"Men",2016,4.43409548264221,3.98170693125391,4.8803258315203,3.59371604194953,3.32004896216451,3.87437150069466,0.964685227041651,0.756814632168822,1.16295237005548
"Oceania",NA,"Men",2017,4.42246881512168,3.93982990905596,4.89498662519244,3.5950046703552,3.31006160948637,3.88694331191059,0.951552435152,0.734732853386405,1.15989955723353
"Oceania",NA,"Men",2018,4.4106521509734,3.88815618142229,4.91412347585532,3.59609602793733,3.29755179908226,3.8966096791743,0.938434056047184,0.710677155472046,1.15900230765142
"South Asia",NA,"Men",1980,4.38876228609466,3.79055937817502,4.98152650718889,3.1401425304249,2.81130894075066,3.47185393708536,1.13313936808412,0.89459741099325,1.35576854986982
"South Asia",NA,"Men",1981,4.39143348633176,3.83979321618198,4.94824311123908,3.15544204798856,2.84366178233775,3.4723112131982,1.1257844716488,0.900540267978788,1.33562700575561
"South Asia",NA,"Men",1982,4.39376450868003,3.87441277625375,4.91656764672705,3.1701532155171,2.87251183229512,3.47064108482356,1.11860081137419,0.906281832283922,1.31754579648375
"South Asia",NA,"Men",1983,4.39596886371183,3.91191659290927,4.8811528568201,3.18455276762088,2.90344411054526,3.47365747924582,1.11159065241407,0.913121211660161,1.29707946430234
"South Asia",NA,"Men",1984,4.39801319389296,3.95070409403179,4.84847659444795,3.19862950058892,2.92989829866641,3.47362862016019,1.10473037947344,0.920716921697755,1.27808236689137
"South Asia",NA,"Men",1985,4.39987445790045,3.98321734781684,4.81848504682042,3.21232194846197,2.9570968725566,3.47593272895789,1.09793766332976,0.923888511666555,1.25974225723561
"South Asia",NA,"Men",1986,4.4016381416194,4.0115836702864,4.78806291721805,3.22574092103743,2.98120096770082,3.47485742838532,1.09129129969347,0.928981748269632,1.2413643786613
"South Asia",NA,"Men",1987,4.4030518270731,4.04437443331675,4.76294870506703,3.23857664904458,3.00500465641861,3.47525060704006,1.08480287496981,0.933888663261622,1.22526346015887
"South Asia",NA,"Men",1988,4.4041561600069,4.06942246658808,4.73976490818747,3.25089076842707,3.03089398516099,3.47595777121767,1.07856390586548,0.936697378744322,1.21055147773005
"South Asia",NA,"Men",1989,4.40491987481255,4.09768781460121,4.71249349725421,3.26253862722335,3.0569252879997,3.47816509823719,1.07263487576688,0.939122777105535,1.19634785365967
"South Asia",NA,"Men",1990,4.40527473229016,4.1217005925664,4.68992306036714,3.27345043034077,3.07665202970115,3.47668055943863,1.06696076554957,0.942333600109421,1.1817386144185
"South Asia",NA,"Men",1991,4.40511530625631,4.14479343305054,4.66501516392384,3.28356737640707,3.09967660010777,3.47783054820358,1.06150014372765,0.945829092753065,1.16940299404486
"South Asia",NA,"Men",1992,4.40446470686362,4.16471132151127,4.6452366112991,3.29291716346782,3.11797723002899,3.47444562069661,1.05636791159722,0.947423667201962,1.15890636422423
"South Asia",NA,"Men",1993,4.40337943572952,4.1812964931075,4.62532294314978,3.30152884997341,3.13307416040931,3.47256925688249,1.05152974402687,0.949947715303575,1.14851400827318
"South Asia",NA,"Men",1994,4.40189214507538,4.196414791659,4.60401316444576,3.30943813348377,3.15039813820385,3.47048465070778,1.046978374209,0.952182074286759,1.13853202028526
"South Asia",NA,"Men",1995,4.40006835270316,4.2122869555675,4.5869781395948,3.31673430176659,3.16619976502796,3.46732370666951,1.04279349678867,0.953590379718004,1.12870773231884
"South Asia",NA,"Men",1996,4.39759616799115,4.22413634497083,4.57137669764336,3.32304219207516,3.18213330614369,3.4651865437209,1.03889568115,0.95554193995316,1.1185081436026
"South Asia",NA,"Men",1997,4.39458032421866,4.23460301493483,4.55386109771148,3.32844186609797,3.19469016579387,3.46107975819428,1.03525101246337,0.958052754257486,1.10927888287567
"South Asia",NA,"Men",1998,4.39091654693753,4.24173080134642,4.5362465454169,3.3328466162417,3.20525137409992,3.45896214153418,1.03189710341416,0.95988347761449,1.10079689541266
"South Asia",NA,"Men",1999,4.38664435253787,4.24726021747281,4.52319769738419,3.33621689229548,3.21573399336174,3.45669006856881,1.02890703535198,0.96092161474405,1.09321125117879
