"Country/Region/World","ISO","Sex","Year","Age","Prevalence of diabetes (18+ years)","Prevalence of diabetes (18+ years) lower 95% uncertainty interval","Prevalence of diabetes (18+ years) upper 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years)","Proportion of people with diabetes who were treated (30+ years) lower 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years) upper 95% uncertainty interval"
"East and southeast Asia and the Pacific",NA,"Women",1991,"Age-standardised",0.0576620768996896,0.0419488498789343,0.0781300949245025,0.286288831594181,0.205771955224128,0.375575123651208
"East and southeast Asia and the Pacific",NA,"Women",1992,"Age-standardised",0.0585844579927186,0.0438809085613513,0.0772376445327759,0.288085842224714,0.210990626930944,0.372708013617693
"East and southeast Asia and the Pacific",NA,"Women",1993,"Age-standardised",0.0594406928063126,0.0454620699178517,0.07647174163954,0.289972375501494,0.215991548136638,0.370434042432614
"East and southeast Asia and the Pacific",NA,"Women",1994,"Age-standardised",0.0602206407713627,0.0470969163418197,0.0762610784027947,0.291922182443829,0.222053942895462,0.370420780460254
"East and southeast Asia and the Pacific",NA,"Women",1995,"Age-standardised",0.0609245260655149,0.0482758021436504,0.0758666465765593,0.293972607464901,0.226802674261994,0.369471583439278
"East and southeast Asia and the Pacific",NA,"Women",1996,"Age-standardised",0.0615241962525601,0.0494221637263326,0.0758191984598808,0.296171348041134,0.231441624300253,0.36823789385991
"East and southeast Asia and the Pacific",NA,"Women",1997,"Age-standardised",0.0619840443352791,0.0503251934516895,0.0756695806878275,0.298530614684687,0.23658050446886,0.367704441803931
"East and southeast Asia and the Pacific",NA,"Women",1998,"Age-standardised",0.0623009085384296,0.0511144705627131,0.0750514270067093,0.301019560566844,0.241245063459695,0.366887550715769
"East and southeast Asia and the Pacific",NA,"Women",1999,"Age-standardised",0.0625062653669435,0.0517899471260384,0.0746890659940239,0.303786260972335,0.245852275683552,0.367421090404233
"East and southeast Asia and the Pacific",NA,"Women",2000,"Age-standardised",0.0626766263723876,0.0524317979227111,0.0742103787058554,0.30682151659455,0.251542870302424,0.367932907264612
"East and southeast Asia and the Pacific",NA,"Women",2001,"Age-standardised",0.0628484664268153,0.0530650805324637,0.0737550524184823,0.310163642743935,0.256681503660287,0.368718545582146
"East and southeast Asia and the Pacific",NA,"Women",2002,"Age-standardised",0.0630838070941165,0.053933388913649,0.073247433071292,0.313756435926015,0.262737367926735,0.368943409437045
"East and southeast Asia and the Pacific",NA,"Women",2003,"Age-standardised",0.0633922181176142,0.0546037188484364,0.0730603601710813,0.317655181905379,0.269142281733457,0.369711922562196
"East and southeast Asia and the Pacific",NA,"Women",2004,"Age-standardised",0.0637800672823848,0.0553936941553021,0.0731259940099186,0.321939024060318,0.276239917309967,0.371971004939215
"East and southeast Asia and the Pacific",NA,"Women",2005,"Age-standardised",0.0642965689041299,0.0563601951483257,0.0731767643118475,0.326613793777979,0.283266750325406,0.374407187322343
"East and southeast Asia and the Pacific",NA,"Women",2006,"Age-standardised",0.0649819856971508,0.0572027740294581,0.0734580131187547,0.331540663551517,0.290444763524511,0.376973386517397
"East and southeast Asia and the Pacific",NA,"Women",2007,"Age-standardised",0.0658033063917967,0.0582737579776203,0.0739268192739806,0.336681580181161,0.297614880091564,0.379460326276597
"East and southeast Asia and the Pacific",NA,"Women",2008,"Age-standardised",0.0667802625693301,0.0595032444951125,0.0745264818332474,0.34204548200752,0.304895063322879,0.382438140493676
"East and southeast Asia and the Pacific",NA,"Women",2009,"Age-standardised",0.0679071319159097,0.0609539918561605,0.0753676156664344,0.347673390787114,0.312151746525478,0.385658988546518
"East and southeast Asia and the Pacific",NA,"Women",2010,"Age-standardised",0.0691811459260424,0.062435740725343,0.0764182476689676,0.353599325736587,0.3178890624512,0.390360783960602
"East and southeast Asia and the Pacific",NA,"Women",2011,"Age-standardised",0.0706052689842242,0.063702674121183,0.077929836655573,0.359753665816047,0.32430683136814,0.396744328944959
"East and southeast Asia and the Pacific",NA,"Women",2012,"Age-standardised",0.0721917729301481,0.0650226773277392,0.0797443853554897,0.36596328198396,0.32875136040338,0.403969160504046
"East and southeast Asia and the Pacific",NA,"Women",2013,"Age-standardised",0.0740385539100254,0.0664302383999083,0.0820610968762449,0.372079500533079,0.332265450399356,0.413016776244643
"East and southeast Asia and the Pacific",NA,"Women",2014,"Age-standardised",0.0761731382643411,0.0677525656993559,0.0849074830253807,0.378155533653297,0.335671817273816,0.42191194575865
"East and southeast Asia and the Pacific",NA,"Women",2015,"Age-standardised",0.0786352215865443,0.0692843289682495,0.088530166034328,0.384079556867476,0.337751593107064,0.432059263814127
"East and southeast Asia and the Pacific",NA,"Women",2016,"Age-standardised",0.081416949472261,0.0707070199172212,0.0929745933458828,0.389764846324692,0.339455166750495,0.442955414056702
"East and southeast Asia and the Pacific",NA,"Women",2017,"Age-standardised",0.0843970788133713,0.0717076683481603,0.0978935716264862,0.395175644421296,0.339611936678693,0.455105253659891
"East and southeast Asia and the Pacific",NA,"Women",2018,"Age-standardised",0.0875788353750844,0.0725069469231107,0.104030674752456,0.400286886760733,0.338521049946049,0.467039988103171
"East and southeast Asia and the Pacific",NA,"Women",2019,"Age-standardised",0.0910026909459357,0.0730802558315451,0.111096935912132,0.40524430768282,0.336077713324518,0.479472648522665
"East and southeast Asia and the Pacific",NA,"Women",2020,"Age-standardised",0.0946775182980525,0.0740009869041545,0.119517211649363,0.410115464199577,0.332849593543064,0.492888912561442
"East and southeast Asia and the Pacific",NA,"Women",2021,"Age-standardised",0.0986271093468872,0.0744204423502246,0.128607706512131,0.414894523080198,0.330598419671932,0.506609529954322
"East and southeast Asia and the Pacific",NA,"Women",2022,"Age-standardised",0.102867917925654,0.0748341689580588,0.138638450485122,0.419369384931558,0.327324065200303,0.520869162598129
"High-income western",NA,"Men",1990,"Age-standardised",0.0579200626047565,0.0488133861697289,0.0682415676097961,0.420681908987326,0.364460836596131,0.478736191589508
"High-income western",NA,"Men",1991,"Age-standardised",0.0596212654420584,0.0507400568138671,0.0696309744684604,0.427180493516743,0.373235476181675,0.482698233428242
"High-income western",NA,"Men",1992,"Age-standardised",0.0612461806233614,0.0525082331365542,0.0711450831263519,0.433801134014911,0.381925327796818,0.487585437165788
"High-income western",NA,"Men",1993,"Age-standardised",0.0628108727319776,0.0542263104378683,0.0724415164854617,0.44055266662892,0.390633769691139,0.491986359527108
"High-income western",NA,"Men",1994,"Age-standardised",0.0642829700969667,0.0558617684948043,0.0735742192040763,0.447401099324198,0.398902103142895,0.496988742262789
"High-income western",NA,"Men",1995,"Age-standardised",0.065667049501493,0.0573579722839684,0.0748394748845477,0.454333395913876,0.407241762283003,0.501789528778985
"High-income western",NA,"Men",1996,"Age-standardised",0.0669747394218472,0.0588616765899307,0.0757670127858812,0.461463198456155,0.416550186549107,0.506690122786183
"High-income western",NA,"Men",1997,"Age-standardised",0.0682010123286371,0.0604307969351571,0.0766870840494085,0.468888583424373,0.426781505484185,0.511287066052987
"High-income western",NA,"Men",1998,"Age-standardised",0.0693806222559553,0.0618355701713849,0.0775144824180022,0.476475782818832,0.436822356267488,0.516395496244097
"High-income western",NA,"Men",1999,"Age-standardised",0.0705455554665427,0.0632797771779055,0.078386253125787,0.484169615423534,0.446489740488033,0.521684962373358
"High-income western",NA,"Men",2000,"Age-standardised",0.0717355358535437,0.0646153832898709,0.0792506824964369,0.492048744259966,0.457183583438815,0.527236621033737
"High-income western",NA,"Men",2001,"Age-standardised",0.0729684016545141,0.066106969047445,0.0802409112100754,0.500133093933339,0.467501963654039,0.532774476175189
"High-income western",NA,"Men",2002,"Age-standardised",0.0742358456375577,0.0677194976280838,0.0812491829896898,0.508391000141029,0.47740242619446,0.539275064057096
"High-income western",NA,"Men",2003,"Age-standardised",0.0755088393785481,0.0692104960475838,0.0821932668129719,0.516651025579382,0.487082218306922,0.545716391318391
"High-income western",NA,"Men",2004,"Age-standardised",0.076812636462578,0.0708087730097148,0.0833379703748459,0.524619172690837,0.495794932808333,0.552308880037635
"High-income western",NA,"Men",2005,"Age-standardised",0.0781552868021838,0.0723087569057818,0.0845486166020885,0.532190277210635,0.504317553169079,0.559518354632193
"High-income western",NA,"Men",2006,"Age-standardised",0.079502111674785,0.0737616325766462,0.0857376316523348,0.539215018702152,0.512795764809405,0.565681363680198
"High-income western",NA,"Men",2007,"Age-standardised",0.0808506300013885,0.0750011328225515,0.0869007704378012,0.545779124006787,0.520137478576832,0.571292573031695
"High-income western",NA,"Men",2008,"Age-standardised",0.0821728457118846,0.0762969407129255,0.0881571149840306,0.552150251945363,0.52697348321592,0.57720938721062
"High-income western",NA,"Men",2009,"Age-standardised",0.0834089411968687,0.0773719709967465,0.0893530468935399,0.5585452396022,0.533676154652841,0.582613135370626
"High-income western",NA,"Men",2010,"Age-standardised",0.0844927535131019,0.0785681586523762,0.0905328769391582,0.565058037996604,0.540268469095589,0.58898322367071
"High-income western",NA,"Men",2011,"Age-standardised",0.0854486430874105,0.0794023696419245,0.0916716021134315,0.571611744777884,0.546590559083547,0.596163290744331
"High-income western",NA,"Men",2012,"Age-standardised",0.0863729309088299,0.0802088795195698,0.0929558540933178,0.578022284125011,0.552752005150368,0.60308615738143
"High-income western",NA,"Men",2013,"Age-standardised",0.0873197403177394,0.0808928920569434,0.0941703331880008,0.584386264633181,0.557700959740315,0.61039812499442
"High-income western",NA,"Men",2014,"Age-standardised",0.0883394747244096,0.0814552106826303,0.0956577561935825,0.590593498360105,0.562784141534332,0.618233045090614
"High-income western",NA,"Men",2015,"Age-standardised",0.0894340171893533,0.0819909554992886,0.0974429148966114,0.596601612182359,0.566819297381496,0.626441694751271
"High-income western",NA,"Men",2016,"Age-standardised",0.0905631103507666,0.0822692866642401,0.0994697263903726,0.602426767263374,0.569864324184584,0.634851616968519
"High-income western",NA,"Men",2017,"Age-standardised",0.0917128999489103,0.0822382382783736,0.101718623794138,0.608075952155146,0.571338927167776,0.643828513161074
"High-income western",NA,"Men",2018,"Age-standardised",0.0929054440887121,0.0820496238758504,0.10433240215877,0.613547441995754,0.571813862730123,0.653518107518663
"High-income western",NA,"Men",2019,"Age-standardised",0.0941705392084006,0.0814938317854096,0.107539101691639,0.6188074313762,0.571069527914442,0.664288392114281
"High-income western",NA,"Men",2020,"Age-standardised",0.0955352385226094,0.0806971719948334,0.111825771042504,0.623887755522086,0.568946147902847,0.674901209450404
"High-income western",NA,"Men",2021,"Age-standardised",0.0969892833296653,0.0796760414189731,0.116529803438413,0.628770976227347,0.565251118287858,0.686217090157378
"High-income western",NA,"Men",2022,"Age-standardised",0.0985402708335793,0.0783117934159995,0.121762340918881,0.633451255127191,0.560302020093733,0.698155810673629
"High-income western",NA,"Women",1990,"Age-standardised",0.0509670715889366,0.0421612182719469,0.0607862583846179,0.486393544725343,0.426541545852156,0.544613087932902
"High-income western",NA,"Women",1991,"Age-standardised",0.0521260002142596,0.0435357881922047,0.0616820591616395,0.49156515807971,0.433918387477056,0.546837091148576
"High-income western",NA,"Women",1992,"Age-standardised",0.0531688301362987,0.0445993658263265,0.062353217707151,0.496961072606632,0.441637205830755,0.549807641649359
"High-income western",NA,"Women",1993,"Age-standardised",0.0540692083839862,0.0457993841907238,0.0629290427686255,0.502521772481187,0.449487838673842,0.552911796149428
"High-income western",NA,"Women",1994,"Age-standardised",0.0548100104408881,0.0468020835778083,0.0631838516069053,0.508213834532061,0.458237918131509,0.555593490229772
"High-income western",NA,"Women",1995,"Age-standardised",0.0553992461739131,0.0477352052337148,0.0633385591133198,0.513932482109357,0.466190082482473,0.559674590732941
"High-income western",NA,"Women",1996,"Age-standardised",0.0558325959434088,0.0485512134144796,0.0634090841296827,0.519792871470559,0.474134729285618,0.56434168847804
"High-income western",NA,"Women",1997,"Age-standardised",0.0561238815170269,0.0493092315069319,0.0633831005219991,0.525906092673715,0.482656272112784,0.568120036177453
"High-income western",NA,"Women",1998,"Age-standardised",0.0563396563350678,0.0498520361857644,0.0632190366901957,0.532159981593828,0.490132401436252,0.572678353068399
"High-income western",NA,"Women",1999,"Age-standardised",0.0565336898599414,0.050358803719737,0.0630331882569624,0.53855244138588,0.499355442353003,0.576568393742386
"High-income western",NA,"Women",2000,"Age-standardised",0.056769003859057,0.0509648150519236,0.0630419615836313,0.544971266525177,0.507776064623489,0.58113561421244
"High-income western",NA,"Women",2001,"Age-standardised",0.0571375204519313,0.0515590815604268,0.0630970917541724,0.551511606731204,0.515764593274911,0.585855855635512
"High-income western",NA,"Women",2002,"Age-standardised",0.0576003432254393,0.0522097661994101,0.0634338375749409,0.558047342394856,0.524107176537373,0.591044948368675
"High-income western",NA,"Women",2003,"Age-standardised",0.0581309237629732,0.0529747517987982,0.0637397543043656,0.564463910847542,0.531559764210743,0.596914062883029
"High-income western",NA,"Women",2004,"Age-standardised",0.0587417120945526,0.053590487057133,0.0641820910970245,0.570616005903804,0.539183870554348,0.60188821453489
"High-income western",NA,"Women",2005,"Age-standardised",0.0594248998453404,0.0544026954471706,0.0647564748871498,0.576493838176307,0.54648878637878,0.606480126237363
"High-income western",NA,"Women",2006,"Age-standardised",0.0601402905932541,0.0552225426644224,0.0653689959527465,0.582022587280701,0.552825401491803,0.610976737202335
"High-income western",NA,"Women",2007,"Age-standardised",0.0608283338204826,0.0559166017257974,0.066136784154036,0.587147298031371,0.558520060123728,0.615414978300437
"High-income western",NA,"Women",2008,"Age-standardised",0.0614437737713805,0.0566181655254566,0.0667371608582632,0.592068792760577,0.563792643661036,0.620023829630853
"High-income western",NA,"Women",2009,"Age-standardised",0.0619163462946907,0.0570915754561871,0.0671356083904665,0.596942385381574,0.568654715800854,0.624720471752908
"High-income western",NA,"Women",2010,"Age-standardised",0.062219473672773,0.0573406913945203,0.067460467216072,0.601812700945886,0.573783699801242,0.629967889340924
"High-income western",NA,"Women",2011,"Age-standardised",0.0624249537742097,0.0573892511460782,0.067740516602165,0.606636542626417,0.578530158176404,0.635266423719633
"High-income western",NA,"Women",2012,"Age-standardised",0.0626218988870056,0.0573950676908531,0.0681039275193176,0.611347224224217,0.582909889118286,0.640750566212796
"High-income western",NA,"Women",2013,"Age-standardised",0.062965976760901,0.0575097370464503,0.0686735138981935,0.615847233824817,0.58659262327983,0.646343752603922
"High-income western",NA,"Women",2014,"Age-standardised",0.0634985979944192,0.0578446841526229,0.0695780648745717,0.620082571757179,0.588521381172197,0.651981211693827
"High-income western",NA,"Women",2015,"Age-standardised",0.0642941287960056,0.0580825552849708,0.0707777668843508,0.62399424367647,0.590731016484241,0.657691914352225
"High-income western",NA,"Women",2016,"Age-standardised",0.0653192303856249,0.0586185313354731,0.0723406303040901,0.627642792590647,0.590799415514295,0.664562096344777
"High-income western",NA,"Women",2017,"Age-standardised",0.0665423577787548,0.0591255185389627,0.0745080962094996,0.630987949963899,0.589901032503188,0.671878095552337
"High-income western",NA,"Women",2018,"Age-standardised",0.0679803711932086,0.059219558534878,0.0771933000270919,0.634064619374668,0.587683502364253,0.680145732250839
"High-income western",NA,"Women",2019,"Age-standardised",0.0696101863184671,0.0593677810065466,0.0809435036815032,0.636892247393411,0.584212264262755,0.688574426448225
"High-income western",NA,"Women",2020,"Age-standardised",0.0713562324678016,0.0589855667978493,0.0857662138508304,0.63957498475971,0.580392595589529,0.697645366546801
"High-income western",NA,"Women",2021,"Age-standardised",0.0732289057796847,0.0583873339040002,0.0910989594967461,0.642034502557089,0.574426948366925,0.707782660386076
"High-income western",NA,"Women",2022,"Age-standardised",0.0752454946190982,0.0574897957975521,0.097055211074783,0.644312048407722,0.56752009530802,0.718275274279805
"Latin America and the Caribbean",NA,"Men",1990,"Age-standardised",0.0671611954127583,0.0474982137287968,0.0894474455498601,0.293290309008008,0.199551544529488,0.399215190626251
"Latin America and the Caribbean",NA,"Men",1991,"Age-standardised",0.0692392590308095,0.0501508352193013,0.0907186212360662,0.297476633784563,0.207246010022784,0.399054265903736
"Latin America and the Caribbean",NA,"Men",1992,"Age-standardised",0.0714006700894794,0.0528312228160527,0.0919280724033717,0.30185484629032,0.215410529927209,0.397848024765819
"Latin America and the Caribbean",NA,"Men",1993,"Age-standardised",0.0735995113993879,0.0556691220272337,0.0935291538683475,0.306474868746545,0.224149735453066,0.396326694055501
"Latin America and the Caribbean",NA,"Men",1994,"Age-standardised",0.0758401496710865,0.0584689309038275,0.0952047558676659,0.311289822365669,0.233069720373761,0.395729766526038
"Latin America and the Caribbean",NA,"Men",1995,"Age-standardised",0.0781019323384275,0.0613681003344556,0.0967667271416054,0.316301396206563,0.242074466642669,0.396071886215427
"Latin America and the Caribbean",NA,"Men",1996,"Age-standardised",0.0803769612978747,0.0641914155660548,0.0984748920144864,0.321552742482429,0.251146564253943,0.396055804338921
"Latin America and the Caribbean",NA,"Men",1997,"Age-standardised",0.08266420999683,0.0670917132933989,0.100027491767085,0.327023658429822,0.259151348771356,0.397423048005422
"Latin America and the Caribbean",NA,"Men",1998,"Age-standardised",0.0849583950273148,0.0698292727824599,0.101471858618995,0.33272387115302,0.268893780829159,0.399148020766289
"Latin America and the Caribbean",NA,"Men",1999,"Age-standardised",0.08724009528342,0.0726571350867238,0.103114464118844,0.338602284800633,0.278328808276801,0.401434482200218
"Latin America and the Caribbean",NA,"Men",2000,"Age-standardised",0.0894892068452251,0.0755205772340208,0.10480884155002,0.344669254979159,0.287362793210344,0.403239878510109
"Latin America and the Caribbean",NA,"Men",2001,"Age-standardised",0.091694023778624,0.0780677205123903,0.106427659474707,0.350921970910529,0.295974916015714,0.405781778312513
"Latin America and the Caribbean",NA,"Men",2002,"Age-standardised",0.093884056198133,0.0807837720943221,0.107902670175649,0.35735163193754,0.306294870285852,0.40946742297339
"Latin America and the Caribbean",NA,"Men",2003,"Age-standardised",0.0960616295452949,0.0835595663237984,0.109398421826182,0.363903082121312,0.316080825926337,0.413657168127816
"Latin America and the Caribbean",NA,"Men",2004,"Age-standardised",0.098259786885159,0.0863168590717049,0.110710308332786,0.37056740350658,0.325489486741118,0.417110561276196
"Latin America and the Caribbean",NA,"Men",2005,"Age-standardised",0.100497127519999,0.0890005754557898,0.112328870720738,0.377294304756761,0.335089680239519,0.420565250309108
"Latin America and the Caribbean",NA,"Men",2006,"Age-standardised",0.102762467609268,0.091578429112557,0.11454926944622,0.38403005013933,0.344470139467914,0.4246799433095
"Latin America and the Caribbean",NA,"Men",2007,"Age-standardised",0.105039388950554,0.0943064850677534,0.116650792117206,0.390881308468189,0.35373915072577,0.429440878398959
"Latin America and the Caribbean",NA,"Men",2008,"Age-standardised",0.107311734617335,0.0969220463915482,0.118572633331089,0.398011922888012,0.362508094203745,0.43446328824281
"Latin America and the Caribbean",NA,"Men",2009,"Age-standardised",0.109570143575079,0.09933752508629,0.120674185933212,0.405539241915226,0.371755392371272,0.440321248751887
"Latin America and the Caribbean",NA,"Men",2010,"Age-standardised",0.111730510534503,0.101563071796864,0.122432850606456,0.413488005519554,0.380645078030722,0.447508305375491
"Latin America and the Caribbean",NA,"Men",2011,"Age-standardised",0.113729432169267,0.103663321666573,0.124409466704064,0.421883267975544,0.390088797469739,0.454686907429596
"Latin America and the Caribbean",NA,"Men",2012,"Age-standardised",0.115489674406138,0.105496124477454,0.126115282791319,0.430761458959454,0.399531475803673,0.463504600667985
"Latin America and the Caribbean",NA,"Men",2013,"Age-standardised",0.11700933197761,0.107100983646427,0.127540772074978,0.439900538846842,0.407758885536375,0.473441031265036
"Latin America and the Caribbean",NA,"Men",2014,"Age-standardised",0.118351542953185,0.107789958189168,0.12930145915863,0.44900404316153,0.415286800086748,0.484117721401202
"Latin America and the Caribbean",NA,"Men",2015,"Age-standardised",0.119599129731542,0.108332826536799,0.131411563467148,0.457853041172571,0.421665730256949,0.495188653551596
"Latin America and the Caribbean",NA,"Men",2016,"Age-standardised",0.120850962584146,0.108526494124108,0.13423652211754,0.466276764389262,0.426198904997194,0.507496067225691
"Latin America and the Caribbean",NA,"Men",2017,"Age-standardised",0.122155114059086,0.108148264546127,0.137456981013325,0.474123448753576,0.429392732366676,0.51930583822491
"Latin America and the Caribbean",NA,"Men",2018,"Age-standardised",0.123572762893812,0.107537880166627,0.141553972396985,0.481381429723368,0.430010615627707,0.531458681867597
"Latin America and the Caribbean",NA,"Men",2019,"Age-standardised",0.125165684576667,0.1065799836098,0.147172919371687,0.488158346706067,0.429291348510166,0.544043552208646
"Latin America and the Caribbean",NA,"Men",2020,"Age-standardised",0.12695314330624,0.105255012135953,0.153113735756717,0.494581043003208,0.427863712590647,0.556002469783528
"Latin America and the Caribbean",NA,"Men",2021,"Age-standardised",0.128971631868044,0.104004933755615,0.158950916187413,0.500687571665881,0.425151393383179,0.569102825057331
"Latin America and the Caribbean",NA,"Men",2022,"Age-standardised",0.131201362584291,0.102558509232729,0.166133171948578,0.506347265459508,0.422589182211995,0.582210390558808
"Latin America and the Caribbean",NA,"Women",1990,"Age-standardised",0.0725796623163615,0.0493102073394261,0.09964744502499,0.373435075464819,0.274776253399364,0.476284400388164
"Latin America and the Caribbean",NA,"Women",1991,"Age-standardised",0.0744104664500223,0.0520773505652763,0.100563899670649,0.377413429727553,0.282738778934169,0.475234981367036
"Latin America and the Caribbean",NA,"Women",1992,"Age-standardised",0.0763106509845652,0.0550106405693076,0.100623366113367,0.381491875643707,0.291933074879577,0.472367358270609
"Latin America and the Caribbean",NA,"Women",1993,"Age-standardised",0.0782287823537212,0.0579825107759325,0.101064095230212,0.385648704047155,0.299971507435351,0.471538428074937
"Latin America and the Caribbean",NA,"Women",1994,"Age-standardised",0.080165812979861,0.0606775231469743,0.10165161646801,0.389883766405288,0.307981435027382,0.471432269062519
"Latin America and the Caribbean",NA,"Women",1995,"Age-standardised",0.0821209719060805,0.0634768082972342,0.102796286163665,0.394205255538368,0.316647232282576,0.472033748248425
"Latin America and the Caribbean",NA,"Women",1996,"Age-standardised",0.0840924892271997,0.0663045550481651,0.103772137535322,0.398585831905389,0.325224993344514,0.472063507243074
"Latin America and the Caribbean",NA,"Women",1997,"Age-standardised",0.086074185139289,0.0688502929860598,0.104883760492602,0.403043552310062,0.333821866791369,0.47299529950206
"Latin America and the Caribbean",NA,"Women",1998,"Age-standardised",0.0880691264354363,0.0716964501857494,0.10602696406838,0.407551835490424,0.341926514603292,0.473167095851606
"Latin America and the Caribbean",NA,"Women",1999,"Age-standardised",0.0900791476679749,0.0745593289546456,0.107105446678559,0.412133232985758,0.350356436407672,0.473668628823143
"Latin America and the Caribbean",NA,"Women",2000,"Age-standardised",0.0920979050176345,0.0773070072624238,0.108389667790564,0.416798389861805,0.359629528909509,0.475337530880147
"Latin America and the Caribbean",NA,"Women",2001,"Age-standardised",0.0941499231907751,0.0801670306436374,0.109652141665939,0.421585667744145,0.367325771620789,0.477824596486017
"Latin America and the Caribbean",NA,"Women",2002,"Age-standardised",0.096259529594953,0.0829069458757706,0.110858461273695,0.426474943503354,0.375519031598242,0.47900084385809
"Latin America and the Caribbean",NA,"Women",2003,"Age-standardised",0.0985058248701894,0.085843355725035,0.112270708651149,0.431470551368316,0.38283816185094,0.481331883593003
"Latin America and the Caribbean",NA,"Women",2004,"Age-standardised",0.100924635460062,0.0887555343264927,0.113969681420858,0.43655593933454,0.389876693636767,0.48392829265661
"Latin America and the Caribbean",NA,"Women",2005,"Age-standardised",0.103538582235725,0.0918804035695082,0.115925215432194,0.441778129892804,0.397543501222827,0.486088364394728
"Latin America and the Caribbean",NA,"Women",2006,"Age-standardised",0.106338971280081,0.09494422367432,0.118117108823738,0.447073520684684,0.404582792617571,0.488881452014531
"Latin America and the Caribbean",NA,"Women",2007,"Age-standardised",0.109325684022643,0.0983651326955989,0.120813213647513,0.452498705033915,0.41218585750017,0.493038699034586
"Latin America and the Caribbean",NA,"Women",2008,"Age-standardised",0.112453514534292,0.101949747818612,0.123595330985324,0.458177843265576,0.419673118894581,0.496565551331735
"Latin America and the Caribbean",NA,"Women",2009,"Age-standardised",0.11565864794871,0.10545162533233,0.126593349187072,0.464173996599139,0.427408562418005,0.500578324326526
"Latin America and the Caribbean",NA,"Women",2010,"Age-standardised",0.118832064629449,0.108736253149705,0.129577948219555,0.470517906453631,0.435790901563186,0.505954930949816
"Latin America and the Caribbean",NA,"Women",2011,"Age-standardised",0.121891777607599,0.111814692391747,0.13264120993655,0.477216103333021,0.443057273677717,0.51119526601948
"Latin America and the Caribbean",NA,"Women",2012,"Age-standardised",0.124686125304651,0.114655285299429,0.135200307550401,0.484226682667412,0.450734962133083,0.518158292384668
"Latin America and the Caribbean",NA,"Women",2013,"Age-standardised",0.127184778589088,0.11699215625691,0.137980268411586,0.491435254969968,0.458003513633232,0.524998686832301
"Latin America and the Caribbean",NA,"Women",2014,"Age-standardised",0.129358999069286,0.118764276107346,0.140454079256023,0.498671723196677,0.464039950048897,0.532780492667101
"Latin America and the Caribbean",NA,"Women",2015,"Age-standardised",0.131257020179208,0.119784548074085,0.143432653663758,0.505740762261047,0.469318182286192,0.541789959558405
"Latin America and the Caribbean",NA,"Women",2016,"Age-standardised",0.132921168549023,0.120294647837993,0.14667090358804,0.512525843329713,0.472877011910551,0.552322957662811
"Latin America and the Caribbean",NA,"Women",2017,"Age-standardised",0.134442435330856,0.119911427950688,0.150633547667036,0.518922828488626,0.47526046980326,0.562887032339007
"Latin America and the Caribbean",NA,"Women",2018,"Age-standardised",0.135965294049035,0.118971382725659,0.155167142073722,0.524904147731788,0.475073439373719,0.574153337221762
"Latin America and the Caribbean",NA,"Women",2019,"Age-standardised",0.137608679066671,0.117735365747188,0.160406797132375,0.530530713197104,0.474409928056602,0.58516691646383
"Latin America and the Caribbean",NA,"Women",2020,"Age-standardised",0.139439892107241,0.11613381120296,0.167115092185081,0.535818369738768,0.473747212696826,0.596477359696623
"Latin America and the Caribbean",NA,"Women",2021,"Age-standardised",0.141499054433226,0.114242216425928,0.174776753419191,0.540802806559865,0.472092317200405,0.607103763483731
"Latin America and the Caribbean",NA,"Women",2022,"Age-standardised",0.143790755704955,0.11227139916655,0.182845472939071,0.545440967668518,0.46888779074125,0.619288308319815
"Oceania",NA,"Men",1990,"Age-standardised",0.151734096480003,0.107931983056927,0.203750577606613,0.269301304108434,0.169911247853525,0.383291288591969
"Oceania",NA,"Men",1991,"Age-standardised",0.153409523857022,0.109345866136756,0.205899160597965,0.26582087644444,0.168868607083127,0.377250307783637
"Oceania",NA,"Men",1992,"Age-standardised",0.155087730293278,0.11110353371143,0.207268595654723,0.262321728465464,0.166596160831493,0.373398958071757
"Oceania",NA,"Men",1993,"Age-standardised",0.156800256279149,0.111922430948796,0.210226267910632,0.258846680491296,0.164974244131744,0.366748858675687
"Oceania",NA,"Men",1994,"Age-standardised",0.158530054930486,0.11248801468977,0.214287819056728,0.2554065217906,0.162541543405857,0.360307696291928
"Oceania",NA,"Men",1995,"Age-standardised",0.160291360255213,0.11267151926486,0.217695857066234,0.252110037852858,0.161109306527195,0.357094847533391
"Oceania",NA,"Men",1996,"Age-standardised",0.162141705347458,0.112855680194302,0.222288118990047,0.248954470674264,0.158333945380042,0.355404858497716
"Oceania",NA,"Men",1997,"Age-standardised",0.164080872165657,0.11318943388994,0.226703023034678,0.245981076345923,0.155617927901546,0.352239760051843
"Oceania",NA,"Men",1998,"Age-standardised",0.16620046623765,0.113702703548479,0.231897103875523,0.243123839046235,0.152940614038818,0.351780334819278
"Oceania",NA,"Men",1999,"Age-standardised",0.168539368427059,0.11438560931847,0.236803386342123,0.240381368287772,0.150269330547222,0.351246533540115
"Oceania",NA,"Men",2000,"Age-standardised",0.171107276094338,0.11528845701357,0.241973011045717,0.237727383213697,0.148722579612865,0.348644847341251
"Oceania",NA,"Men",2001,"Age-standardised",0.173910021833169,0.116271495783951,0.248729546258322,0.23516939242158,0.146760340722474,0.345944228385937
